"TERRTYPO","TERRTYPO_LABEL","GEO","GEO_LABEL","INDIC_TO","INDIC_TO_LABEL","UNIT","UNIT_LABEL","NACE_R2","NACE_R2_LABEL","TIME","TIME_LABEL","Value","Flag.and.Footnotes","BHI_relevant","BHI_ID_1","BHI_ID_2","BHI_ID_3","BHI_ID_4","BHI_ID_5","BHI_ID_6","BHI_ID_7","BHI_ID_8","BHI_ID_9","BHI_ID_10","BHI_ID_11","BHI_ID_12","BHI_ID_13","BHI_ID_14","BHI_ID_15","BHI_ID_16","BHI_ID_17","BHI_ID_18","BHI_ID_19","BHI_ID_20","BHI_ID_21","BHI_ID_22","BHI_ID_23","BHI_ID_24","BHI_ID_25","BHI_ID_26","BHI_ID_27","BHI_ID_28","BHI_ID_29","BHI_ID_30","BHI_ID_31","BHI_ID_32","BHI_ID_33","BHI_ID_34","BHI_ID_35","BHI_ID_36","BHI_ID_37","BHI_ID_38","BHI_ID_39","BHI_ID_40","BHI_ID_41","BHI_ID_42"
"TOTAL","Total","Dec-00","Saarland","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"2040683","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DED","Sachsen","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"15566083","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DED","Sachsen","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"15589133","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DED","Sachsen","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"16115295","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DED2","Dresden","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"8068214","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DED2","Dresden","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"7971059","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DED2","Dresden","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"8406232","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DED4","Chemnitz","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"4101440","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DED4","Chemnitz","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"3983019","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DED4","Chemnitz","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"4006239","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DED5","Leipzig","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"3396429","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DED5","Leipzig","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"3635055","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DED5","Leipzig","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"3702824","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEE","Sachsen-Anhalt","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"6352582","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEE","Sachsen-Anhalt","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"6136379","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEE","Sachsen-Anhalt","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"6320614","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEE0","Sachsen-Anhalt","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"6352582","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEE0","Sachsen-Anhalt","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"6136379","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEE0","Sachsen-Anhalt","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"6320614","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEF","Schleswig-Holstein","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"21163641","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEF","Schleswig-Holstein","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"21452891","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEF","Schleswig-Holstein","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"22958907","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEF0","Schleswig-Holstein","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,NA,"","NUTS2",0.25,0.25,0.25,0.25,NA,0.25,NA,0.25,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEF0","Schleswig-Holstein","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,NA,"","NUTS2",0.25,0.25,0.25,0.25,NA,0.25,NA,0.25,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEF0","Schleswig-Holstein","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,NA,"","NUTS2",0.25,0.25,0.25,0.25,NA,0.25,NA,0.25,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEG","Thüringen","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"7596210","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEG","Thüringen","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"7496555","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEG","Thüringen","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"7736114","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEG0","Thüringen","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"7596210","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEG0","Thüringen","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"7496555","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","DEG0","Thüringen","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"7736114","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EE","Estonia","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"5544537","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EE","Estonia","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"5734033","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EE","Estonia","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"5809464","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EE0","Eesti","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"5544537","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EE0","Eesti","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"5734033","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EE0","Eesti","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"5809464","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EE00","Eesti","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,NA,"","NUTS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.2,0.2,0.2,0.2,0.2,NA,0.2,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EE00","Eesti","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,NA,"","NUTS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.2,0.2,0.2,0.2,0.2,NA,0.2,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EE00","Eesti","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,NA,"","NUTS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.2,0.2,0.2,0.2,0.2,NA,0.2,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","IE01","Border, Midland and Western","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,":","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","IE01","Border, Midland and Western","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"6859584","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","IE02","Southern and Eastern","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,":","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","IE02","Southern and Eastern","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"21426850","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EL","Greece","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"89105445","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EL5","Voreia Ellada","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,":","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EL5","Voreia Ellada","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,":","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EL51","Anatoliki Makedonia, Thraki","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,":","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EL51","Anatoliki Makedonia, Thraki","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,":","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EL52","Kentriki Makedonia","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,":","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EL52","Kentriki Makedonia","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,":","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EL53","Dytiki Makedonia","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,":","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EL53","Dytiki Makedonia","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,":","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EL54","Ipeiros","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,":","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EL54","Ipeiros","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,":","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EL1","Voreia Ellada (NUTS 2010)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"18431693","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EL1","Voreia Ellada (NUTS 2010)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,":","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EL11","Anatoliki Makedonia, Thraki (NUTS 2010)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"2492241","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOTAL","Total","EL11","Anatoliki Makedonia, Thraki (NUTS 2010)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,":","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
