Country;Year;PARAM;MUNIT;DETLI;LMQNT
Sweden;2010;CB28;mg/kg;0.0049;
Sweden;2010;CB28;mg/kg;0.0014;
Sweden;2010;CB52;mg/kg;0.004;
Sweden;2010;CB52;mg/kg;0.0054;
Sweden;2010;CB52;mg/kg;0.0036;
Sweden;2010;CB52;mg/kg;0.0039;
Sweden;2010;CB52;mg/kg;0.0047;
Sweden;2010;CB52;mg/kg;0.0048;
Sweden;2010;CB52;mg/kg;0.0033;
Sweden;2010;CB52;mg/kg;0.0037;
Sweden;2010;CB52;mg/kg;0.0038;
Sweden;2010;CB52;mg/kg;0.0026;
Sweden;2010;CB52;mg/kg;0.0027;
Sweden;2010;CB52;mg/kg;0.0032;
Sweden;2010;CB52;mg/kg;0.0034;
Sweden;2009;CB153;mg/kg;0.005;
Sweden;2009;CB138;mg/kg;0.006;
Sweden;2009;CB180;mg/kg;0.004;
Sweden;2009;CB180;mg/kg;0.0031;
Sweden;2009;CB180;mg/kg;0.0035;
Sweden;2009;CB180;mg/kg;0.0039;
Sweden;2009;CB180;mg/kg;0.0032;
Sweden;2009;CB180;mg/kg;0.0036;
Sweden;2009;CB180;mg/kg;0.0024;
Sweden;2009;CB180;mg/kg;0.0033;
Sweden;2009;CB180;mg/kg;0.0026;
Sweden;2009;CB101;mg/kg;0.004;
Sweden;2009;CB28;mg/kg;0.004;
Sweden;2009;CB28;mg/kg;0.0039;
Sweden;2009;CB28;mg/kg;0.0037;
Sweden;2009;CB28;mg/kg;0.0032;
Sweden;2009;CB28;mg/kg;0.0046;
Sweden;2009;CB28;mg/kg;0.008;
Sweden;2009;CB28;mg/kg;0.0047;
Sweden;2009;CB28;mg/kg;0.0049;
Sweden;2009;CB28;mg/kg;0.0042;
Sweden;2009;CB28;mg/kg;0.0041;
Sweden;2009;CB28;mg/kg;0.0043;
Sweden;2009;CB28;mg/kg;0.0038;
Sweden;2009;CB28;mg/kg;0.0033;
Sweden;2009;CB28;mg/kg;0.0045;
Sweden;2009;CB28;mg/kg;0.0034;
Sweden;2009;CB28;mg/kg;0.0035;
Sweden;2009;CB28;mg/kg;0.0027;
Sweden;2009;CB28;mg/kg;0.0023;
Sweden;2009;CB28;mg/kg;0.003;
Sweden;2009;CB28;mg/kg;0.0029;
Sweden;2009;CB28;mg/kg;0.0026;
Sweden;2009;CB28;mg/kg;0.0031;
Sweden;2009;CB28;mg/kg;0.0018;
Sweden;2009;CB28;mg/kg;0.0024;
Sweden;2009;CB28;mg/kg;0.002;
Sweden;2009;CB28;mg/kg;0.0019;
Sweden;2009;CB28;mg/kg;0.0036;
Sweden;2009;CB52;mg/kg;0.004;
Sweden;2009;CB52;mg/kg;0.0023;
Sweden;2009;CB52;mg/kg;0.0014;
Sweden;2009;CB52;mg/kg;0.0038;
Sweden;2009;CB52;mg/kg;0.0036;
Sweden;2009;CB52;mg/kg;0.0039;
Sweden;2009;CB52;mg/kg;0.0022;
Sweden;2009;CB52;mg/kg;0.0026;
Sweden;2009;CB118;mg/kg;0.005;
Sweden;2009;CB118;mg/kg;0.0034;
Sweden;2009;CB118;mg/kg;0.0045;
Sweden;2009;CB118;mg/kg;0.0044;
Sweden;2009;CB118;mg/kg;0.0036;
Sweden;2009;CB118;mg/kg;0.0037;
Sweden;2009;CB118;mg/kg;0.0047;
Sweden;2009;CB180;mg/kg;0.005;
Sweden;2009;CB180;mg/kg;0.0054;
Poland;2013;CB138;ng/g;;0.05
Poland;2013;CB28;ng/g;;0.02
Poland;2013;CB52;ng/g;;0.02
Poland;2013;CB118;ng/g;;0.02
Poland;2013;CB180;ng/g;;0.03
Poland;2013;CB101;ng/g;;0.02
Poland;2013;CB153;ng/g;;0.04
Germany;2013;CB153;ug/kg;0.03;0.08
Germany;2013;CB101;ug/kg;0.03;0.08
Germany;2013;CB180;ug/kg;0.01;0.04
Germany;2013;CB118;ug/kg;0.02;0.07
Germany;2013;CB52;ug/kg;0.03;0.09
Germany;2013;CB28;ug/kg;0.01;0.04
Germany;2013;CB138;ug/kg;0.02;0.06
Germany;2011;CB101;ug/kg;0.03;0.08
Germany;2011;CB118;ug/kg;0.02;0.07
Germany;2011;CB138;ug/kg;0.02;0.06
Germany;2011;CB153;ug/kg;0.03;0.08
Germany;2011;CB180;ug/kg;0.01;0.04
Germany;2011;CB28;ug/kg;0.01;0.04
Germany;2011;CB52;ug/kg;0.03;0.09
