Provplats;Stat Id;Län;Art;Organ;Original Id;Provdatum;;Ålder (år);Längd (cm);Vikt (g);Torrvikt %;Extrlip (fetthalt) %;PCB-28 mg/kg lw;*;PCB-52 mg/kg lw;*;PCB-101 mg/kg lw;*;PCB-118 mg/kg lw;*;PCB-138 mg/kg lw;*;PCB-153 mg/kg lw;*;PCB-180 mg/kg lw;*;Summa PCB (kapillär kolonn) mg/kg lw;*;Summa PCB (packad kolonn) mg/kg lw;*;PCB-31 mg/kg lw;*;PCB-77 mg/kg lw;*;PCB-105 mg/kg lw;*;PCB-110 mg/kg lw;*;PCB-126 mg/kg lw;*;PCB-149 mg/kg lw;*;PCB-156 mg/kg lw;*;PCB-157 mg/kg lw;*;PCB-158 mg/kg lw;*;PCB-167 mg/kg lw;*;PCB-169 mg/kg lw;*
Kullen;22016;Skåne län;Sill/strömming;Muskel;C2010/08078-08089;2029-09-10;;4;26;126;30.8;10.7;0.002;;0.004;;0.009;;0.008;;0.014;;0.022;;0.003;;;;;;;;0.0001;;0.002;;;;0;;;;0;;0.0001;;;;0;;0;
Byxelkrok;22013;Kalmar län;Sill/strömming;Muskel;C2010/04480-04491;1930-09-10;;5;18;50;23.4;4.1;<0.005;b;0.008;;0.031;;0.032;;0.06;;0.086;;0.02;;;;;;;;0.0003;;0.008;;;;0.0002;;;;0.004;;0.0008;;;;0.002;;0.0001;
Byxelkrok;22013;Kalmar län;Sill/strömming;Muskel;C2010/04492-04503;1930-09-10;;6;20;50;24.2;4.1;<0.005;b;0.006;;0.034;;0.035;;0.057;;0.08;;0.018;;;;;;;;0.0003;;0.009;;;;0.0002;;;;0.004;;0.0008;;;;0.002;;0;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/11621-11632;2001-10-10;;5;18;42;;1.9;;;;;;;0.018;;;;;;;;;;;;;;0.0005;;0.005;;;;0.0002;;;;0.002;;0.0005;;;;0.001;;0;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/11631;2001-10-10;;5;18;42;20.4;1.97;<0.004;b;;;0.013;;0.013;;0.032;;0.051;;0.021;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/11633-11644;2001-10-10;;5;18;42;;2.7;;;;;;;0.014;;;;;;;;;;;;;;0.0001;;0.005;;;;0.0001;;;;0.003;;0.0006;;;;0.001;;0;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/11628;2001-10-10;;5;17;33;22.1;2.28;<0.003;b;;;0.01;;0.01;;0.03;;0.051;;0.018;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/11624;2001-10-10;;4;18;43;22.8;3.3;<0.003;b;;;0.014;;0.013;;0.038;;0.062;;0.027;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/11626;2001-10-10;;5;18;45;21.6;1.79;<0.004;b;0.004;;0.018;;0.02;;0.06;;0.092;;0.041;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/11623;2001-10-10;;4;18;42;20.2;1.7;<0.004;b;;;0.021;;0.019;;0.048;;0.073;;0.027;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/11632;2001-10-10;;5;18;40;19.7;1.35;<0.003;b;;;0.017;;0.02;;0.08;;0.14;;0.067;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/11622;2001-10-10;;4;18;42;21.2;2.11;<0.003;b;;;0.023;;0.022;;0.066;;0.1;;0.043;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/11630;2001-10-10;;5;17;33;21.6;2.55;<0.003;b;;;0.017;;0.015;;0.037;;0.053;;0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/11625;2001-10-10;;5;19;48;23.5;3.06;<0.004;b;0.004;;0.017;;0.017;;0.045;;0.073;;0.031;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/11621;2001-10-10;;4;18;40;20.8;2.09;<0.003;b;;;0.014;;0.013;;0.038;;0.058;;0.026;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/11629;2001-10-10;;5;18;40;19.7;0.8;<0.005;b;;;0.017;;0.02;;0.075;;0.13;;0.066;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2010/11627;2001-10-10;;5;19;52;21.8;2.13;<0.003;b;;;0.018;;0.019;;0.046;;0.064;;0.029;;;;;;;;;;;;;;;;;;;;;;;;;;;
Västra Hanöbukten;22015;Skåne län;Sill/strömming;Muskel;C2010/12105-12116;2004-10-10;;4;22;64;23.8;3.3;<0.004;b;0.007;;0.03;;0.025;;0.053;;0.083;;0.015;;;;;;;;0.0004;;0.01;;;;0.0003;;;;0.005;;0.0011;;;;0.003;;0.0001;
Västra Hanöbukten;22015;Skåne län;Sill/strömming;Muskel;C2010/12117-12128;2004-10-10;;4;22;65;22.7;3.7;0.004;;0.01;;0.039;;0.033;;0.072;;0.11;;0.019;;;;;;;;0.0004;;0.008;;;;0.0002;;;;0.004;;0.0009;;;;0.002;;0;
Kinnbäcksfjärden;4797;;Sill/strömming;Muskel;C2010/09953-09964;2011-10-10;;5;17;33;21.2;2.5;<0.004;b;0.006;;0.015;;0.014;;0.025;;0.037;;0.012;;;;;;;;0.0003;;0.008;;;;0.0002;;;;0.004;;0.0009;;;;0.002;;0;
Kinnbäcksfjärden;4797;;Sill/strömming;Muskel;C2010/09965-09976;2011-10-10;;5;17;33;21.2;1.3;<0.003;b;0.006;;0.013;;0.013;;0.023;;0.034;;0.012;;;;;;;;0.0004;;0.012;;;;0.0002;;;;0.006;;0.0011;;;;0.003;;0.0001;
Baltic Proper, Off shore;25633;;Sill/strömming;Muskel;C2010/09265-09276;2012-10-10;;6;17;26;22.3;3.7;<0.004;b;0.007;;0.024;;0.031;;0.044;;0.059;;0.015;;;;;;;;0.0004;;0.009;;;;0.0002;;;;0.004;;0.0008;;;;0.001;;0.0001;
Baltic Proper, Off shore;25633;;Sill/strömming;Muskel;C2010/09253-09264;2012-10-10;;4;16;22;22.4;3.3;<0.004;b;0.006;;0.017;;0.021;;0.03;;0.037;;0.009;;;;;;;;0.0003;;0.006;;;;0.0001;;;;0.002;;0.0005;;;;0.001;;0;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2010/09208;2012-10-10;;4;15;18;22;2.19;0.006;;0.009;;0.02;;0.024;;0.028;;0.034;;0.009;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2010/09205;2012-10-10;;3;15;20;24.2;3.42;<0.004;b;0.005;;0.011;;0.011;;0.014;;0.021;;0.007;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2010/09203;2012-10-10;;3;15;18;23;2.94;<0.005;b;<0.005;b;0.011;;0.01;;0.019;;0.029;;0.012;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2010/09211;2012-10-10;;4;15;19;21.2;2.27;0.004;;0.006;;0.015;;0.019;;0.03;;0.038;;0.012;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2010/09209;2012-10-10;;4;15;20;23;3.63;0.006;;0.009;;0.019;;0.025;;0.026;;0.033;;0.009;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2010/09207;2012-10-10;;4;16;21;20.8;1.48;<0.005;b;0.006;;0.017;;0.019;;0.036;;0.05;;0.016;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2010/09214;2012-10-10;;4;15;19;21.4;2.1;<0.003;b;0.006;;0.023;;0.023;;0.043;;0.063;;0.016;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2010/09203-09214;2012-10-10;;4;15;19;;3;;;;;;;0.015;;;;;;;;;;;;;;0.0002;;0.006;;;;0.0001;;;;0.002;;0.0005;;;;0.001;;0;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2010/09206;2012-10-10;;4;16;21;21;2.23;0.004;;0.007;;0.022;;0.024;;0.045;;0.068;;0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2010/09215-09224;2012-10-10;;4;15;20;;3.6;;;;;;;0.018;;;;;;;;;;;;;;0.0002;;0.007;;;;0.0001;;;;0.002;;0.0005;;;;0.001;;0;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2010/09212;2012-10-10;;4;16;23;20.9;2.09;<0.003;b;0.005;;0.013;;0.013;;0.025;;0.035;;0.011;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2010/09204;2012-10-10;;3;14;16;21.9;1.98;0.008;;0.014;;0.041;;0.052;;0.06;;0.069;;0.017;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2010/09210;2012-10-10;;4;15;20;23.1;2.98;<0.005;b;<0.005;b;0.013;;0.013;;0.018;;0.027;;0.007;;;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;C2010/09213;2012-10-10;;4;15;18;22;2.63;0.005;;0.006;;0.011;;0.012;;0.015;;0.022;;0.006;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abbekås;22012;Skåne län;Sill/strömming;Muskel;C2010/09828-09839;2021-10-10;;4;20;48;22.6;2.73;;;;;;;0.029;;;;;;;;;;;;;;0.0005;;0.008;;;;0.0003;;;;0.004;;0.001;;;;0.003;;0.0001;
Abbekås;22012;Skåne län;Sill/strömming;Muskel;C2010/09840-09851;2021-10-10;;6;21;53;23.8;2.95;;;;;;;0.025;;;;;;;;;;;;;;0.0003;;0.008;;;;0.0002;;;;0.004;;0.0008;;;;0.002;;0;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2011/00214-00225;2006-06-11;;4;18;38;;2.49;<0.007;b;0.006;;0.017;;0.016;;0.033;;0.047;;0.013;;;;;;;;0.0003;;0.006;;;;;;;;0.003;;0.0006;;;;0.002;;0;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;C2011/00226-00237;2006-06-11;;4;18;37;;2.13;<0.009;b;0.007;;0.021;;0.022;;0.047;;0.073;;0.02;;;;;;;;0.0002;;0.009;;;;;;;;0.005;;0.001;;;;0.002;;0.0001;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2011/05799-05810;2024-07-11;;4;13;26;;3.55;<0.004;b;0.003;;0.007;;0.006;;0.019;;0.027;;0.012;;;;;;;;0.0002;;0.004;;;;;;;;0.002;;0.0004;;;;0.001;;0;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2011/05787-05798;2024-07-11;;4;16;26;;2.52;<0.007;b;0.003;;0.011;;0.009;;0.025;;0.037;;0.016;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2011/05811-05822;2024-07-11;;5;16;30;;3.88;;;;;;;;;;;;;;;;;;;;;0.0002;;0.005;;;;;;;;0.003;;0.0009;;;;0.001;;0;
Gaviksfjärden;22014;;Sill/strömming;Muskel;C2011/03577-03588;2003-08-11;;5;17;34;;4.89;<0.004;b;0.006;;0.016;;0.014;;0.024;;0.032;;0.008;;;;;;;;0.0003;;0.007;;;;;;;;0.004;;0.0008;;;;0.002;;0;
Gaviksfjärden;22014;;Sill/strömming;Muskel;C2011/03565-03576;2003-08-11;;5;18;32;;3.02;<0.004;b;0.006;;0.024;;0.025;;0.051;;0.078;;0.025;;;;;;;;0.0003;;0.008;;;;;;;;0.004;;0.0008;;;;0.002;;0.0001;
Lilla Värtan;7659;;Sill/strömming;Muskel;C2011/01086-01097;2009-08-11;;4;17;39;25.9;4.82;0.1;;0.16;;0.35;;0.24;;0.33;;0.45;;0.12;;;;;;;;0.004;;0.07;;;;;;;;0.026;;0.0051;;;;0.014;;0;
Lilla Värtan;7659;;Sill/strömming;Muskel;C2011/01098-01109;2009-08-11;;6;17;38;25.6;5.54;0.14;;0.29;;0.68;;0.41;;0.57;;0.78;;0.22;;;;;;;;0.0061;;0.13;;;;;;;;0.046;;0.0091;;;;0.024;;0;
Långvindsfjärden;22017;Gävleborgs län;Sill/strömming;Muskel;C2011/00996-01007;2009-08-11;;5;19;40;;2.61;<0.004;b;0.006;;0.024;;0.024;;0.058;;0.086;;0.031;;;;;;;;0.0002;;0.007;;;;;;;;0.004;;0.0008;;;;0.002;;0;
Långvindsfjärden;22017;Gävleborgs län;Sill/strömming;Muskel;C2011/01008-01019;2009-08-11;;4;18;40;;3.49;;;;;;;;;;;;;;;;;;;;;0.0002;;0.004;;;;;;;;0.002;;0.0005;;;;0.001;;0;
Långvindsfjärden;22017;Gävleborgs län;Sill/strömming;Muskel;C2011/01007-01019;2009-08-11;;4;18;40;;4.02;<0.005;b;<0.005;b;0.014;;0.014;;0.033;;0.048;;0.018;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yttre fjärden;7657;;Sill/strömming;Muskel;C2011/01251-01262;2012-08-11;;6;12;39;23;3.37;<0.005;b;0.01;;0.049;;0.037;;0.086;;0.12;;0.043;;;;;;;;0.0002;;0.01;;;;;;;;0.006;;0.0011;;;;0.003;;0;
Yttre fjärden;7657;;Sill/strömming;Muskel;C2011/01239-01250;2012-08-11;;5;17;37;23.4;3.39;<0.006;b;0.01;;0.053;;0.032;;0.085;;0.11;;0.037;;;;;;;;0.0003;;0.01;;;;;;;;0.006;;0.001;;;;0.003;;0;
Torsås;7661;;Sill/strömming;Muskel;C2011/04419-04430;2015-08-11;;7;18;51;23.4;2.14;<0.004;b;<0.004;b;0.013;;0.016;;0.039;;0.06;;0.015;;;;;;;;0.0002;;0.005;;;;;;;;0.003;;0.0007;;;;0.001;;0;
Torsås;7661;;Sill/strömming;Muskel;C2011/04431-04442;2015-08-11;;9;15;52;22.8;1.89;<0.004;b;0.004;;0.018;;0.02;;0.043;;0.069;;0.015;;;;;;;;0.0002;;0.006;;;;;;;;0.003;;0.0007;;;;0.001;;0.0001;
Örnsköldsviksfjärden;7656;;Sill/strömming;Muskel;C2011/03758-03769;2016-08-11;;5;18;34;22.1;3.89;<0.005;b;0.006;;0.018;;0.015;;0.038;;0.05;;0.019;;;;;;;;0.0002;;0.004;;;;;;;;0.003;;0.0005;;;;0.001;;0;
Örnsköldsviksfjärden;7656;;Sill/strömming;Muskel;C2011/03770-03781;2016-08-11;;6;18;34;23.1;4.79;<0.004;b;0.006;;0.024;;0.017;;0.045;;0.066;;0.026;;;;;;;;0.0002;;0.006;;;;;;;;0.004;;0.0007;;;;0.002;;0;
Lagnö;22018;Stockholms län;Sill/strömming;Muskel;C2011/00928-00939;2023-08-11;;5;18;42;;3.54;<0.004;b;0.006;;0.04;;0.042;;0.1;;0.15;;0.044;;;;;;;;0.0003;;0.012;;;;;;;;0.007;;0.0014;;;;0.003;;0;
Lagnö;22018;Stockholms län;Sill/strömming;Muskel;C2011/00917-00927;2023-08-11;;5;17;33;;3.76;0.008;;0.017;;0.059;;0.047;;0.096;;0.14;;0.038;;;;;;;;0.0005;;0.016;;;;;;;;0.007;;0.0015;;;;0.004;;0;
Skelleftebukten;7665;;Sill/strömming;Muskel;C2011/02590-02600;2024-08-11;;6;17;39;22.1;3.05;<0.005;b;0.008;;0.035;;0.036;;0.071;;0.1;;0.034;;;;;;;;0.0002;;0.009;;;;;;;;0.005;;0.0011;;;;0.002;;0.0001;
Skelleftebukten;7665;;Sill/strömming;Muskel;C2011/02577-02588;2024-08-11;;5;18;41;21.9;3.64;<0.004;b;<0.004;b;0.019;;0.017;;0.034;;0.05;;0.016;;;;;;;;0.0002;;0.006;;;;;;;;0.003;;0.0006;;;;0.002;;0;
Holmöarna;6719;Västerbottens län;Sill/strömming;Muskel;C2011/01984-01995;2001-09-11;;4;17;30;;2.22;<0.003;b;0.004;;0.011;;0.012;;0.027;;0.04;;0.015;;;;;;;;0.0002;;0.004;;;;;;;;0.002;;0.0005;;;;0.001;;0;
Holmöarna;6719;Västerbottens län;Sill/strömming;Muskel;C2011/01996-02007;2001-09-11;;4;17;31;;2.34;<0.004;b;0.006;;0.025;;0.026;;0.057;;0.079;;0.029;;;;;;;;0.0001;;0.004;;;;;;;;0.002;;0.0004;;;;0.001;;0;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2011/07838;2009-09-11;;3;20;59;;4.13;0.002;;0.005;;0.008;;0.007;;0.012;;0.019;;0.002;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2011/07842-07853;2009-09-11;;3;21;65;;5.34;;;;;;;;;;;;;;;;;;;;;0.0002;;0.002;;;;;;;;0.001;;0.0002;;;;0.001;;0;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2011/07835;2009-09-11;;3;21;65;;6.83;0.002;;;;0.008;;0.006;;0.012;;0.017;;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2011/07833;2009-09-11;;3;20;54;;3.96;0.003;;;;0.015;;0.011;;0.022;;0.035;;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2011/07834;2009-09-11;;3;21;64;;5.04;0.002;;0.007;;0.009;;0.007;;0.013;;0.018;;0.002;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2011/07840;2009-09-11;;3;21;61;;5.69;0.003;;0.009;;0.02;;0.015;;0.031;;0.05;;0.008;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2011/07831;2009-09-11;;3;20;60;;4.98;0.003;;0.007;;0.01;;0.009;;0.015;;0.02;;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2011/07836;2009-09-11;;3;20;53;;5.09;0.002;;0.007;;0.011;;0.009;;0.016;;0.024;;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2011/07839;2009-09-11;;3;21;59;;3.68;0.002;;0.004;;0.014;;0.011;;0.022;;0.034;;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2011/07837;2009-09-11;;3;20;56;;4.3;0.002;;;;0.011;;0.009;;0.016;;0.025;;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2011/07832;2009-09-11;;3;20;61;;5.1;0.002;;;;0.009;;0.007;;0.015;;0.022;;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2011/07830;2009-09-11;;2;20;60;;5.84;0.003;;0.008;;0.014;;0.011;;0.02;;0.031;;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2011/07830-07841;2009-09-11;;3;20;60;;6.59;;;;;;;;;;;;;;;;;;;;;0.0002;;0.002;;;;;;;;0.001;;0.0002;;;;0.001;;0;
Fladen;3721;Hallands län;Sill/strömming;Muskel;C2011/07841;2009-09-11;;3;21;68;;4.45;0.003;;0.007;;0.011;;0.009;;0.016;;0.023;;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rånefjärden;22019;Norrbottens län;Sill/strömming;Muskel;C2011/05948-05959;2012-09-11;;4;16;26;;1.92;<0.004;b;0.006;;0.015;;0.014;;0.031;;0.045;;0.016;;;;;;;;0.0002;;0.006;;;;;;;;0.003;;0.0006;;;;0.002;;0;
Rånefjärden;22019;Norrbottens län;Sill/strömming;Muskel;C2011/05960-05971;2012-09-11;;4;16;26;;2.3;<0.004;b;<0.004;b;0.013;;0.014;;0.031;;0.047;;0.016;;;;;;;;0.0002;;0.004;;;;;;;;0.002;;0.0004;;;;0.001;;0;
Seskaröfjärden;4807;Norrbottens län;Sill/strömming;Muskel;C2011/07679-07688;2027-09-11;;5;17;31;20.4;2.07;<0.003;b;0.006;;0.028;;0.026;;0.075;;0.1;;0.033;;;;;;;;0.0003;;0.009;;;;0.0002;;;;0.005;;0.001;;;;0.002;;0.0001;
Bothnian Sea, Off shore;25632;;Sill/strömming;Muskel;C2011/05552-05563;1930-09-11;;5;17;30;;6.68;<0.005;b;<0.005;b;0.017;;0.015;;0.033;;0.045;;0.016;;;;;;;;0.0004;;0.008;;;;;;;;0.004;;0.0008;;;;0.002;;0.0001;
Bothnian Sea, Off shore;25632;;Sill/strömming;Muskel;C2011/05564-05575;1930-09-11;;7;18;33;;4.65;0.005;;0.006;;0.032;;0.033;;0.069;;0.099;;0.035;;;;;;;;0.0003;;0.009;;;;;;;;0.004;;0.001;;;;0.002;;0.0001;
Byxelkrok;22013;Kalmar län;Sill/strömming;Muskel;C2011/06146-06157;2001-10-11;;6;20;58;;6.79;<0.004;b;0.007;;0.02;;0.018;;0.028;;0.038;;0.009;;;;;;;;0.0004;;0.005;;;;;;;;0.002;;0.0005;;;;0.001;;0;
Byxelkrok;22013;Kalmar län;Sill/strömming;Muskel;C2011/06158-06169;2001-10-11;;6;20;60;;8.46;0.005;;0.009;;0.031;;0.024;;0.05;;0.077;;0.017;;;;;;;;0.0005;;0.007;;;;;;;;0.002;;0.0006;;;;0.001;;0;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2011/01514;2002-10-11;;4;16;23;;1.98;<0.004;b;<0.004;b;0.014;;0.013;;0.026;;0.038;;0.012;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2011/01516;2002-10-11;;5;19;40;;3.26;<0.003;b;0.006;;0.019;;0.018;;0.037;;0.052;;0.016;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2011/01536-01547;2002-10-11;;5;17;31;;3.33;;;;;;;;;;;;;;;;;;;;;0.0003;;0.009;;;;;;;;0.005;;0.0011;;;;0.003;;0.0001;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2011/01524-01535;2002-10-11;;6;19;33;;4.08;;;;;;;;;;;;;;;;;;;;;0.0003;;0.006;;;;;;;;0.003;;0.0006;;;;0.002;;0;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2011/01521;2002-10-11;;5;17;29;;1.26;<0.003;b;0.007;;0.032;;0.038;;0.083;;0.12;;0.044;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2011/01518;2002-10-11;;5;18;39;;2.92;<0.004;b;0.005;;0.02;;0.019;;0.035;;0.053;;0.016;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2011/01522;2002-10-11;;5;18;33;;3.4;0.004;;0.009;;0.03;;0.025;;0.05;;0.067;;0.022;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2011/01513;2002-10-11;;4;17;31;;4.52;0.003;;0.007;;0.023;;0.021;;0.039;;0.058;;0.019;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2011/01512;2002-10-11;;4;17;28;;2.58;0.003;;0.006;;0.018;;0.023;;0.04;;0.059;;0.021;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2011/01520;2002-10-11;;5;17;26;;1.91;<0.004;b;0.006;;0.027;;0.024;;0.057;;0.082;;0.027;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2011/01515;2002-10-11;;5;17;32;;3.33;<0.003;b;0.008;;0.027;;0.025;;0.046;;0.066;;0.022;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2011/01523;2002-10-11;;5;19;40;;3.65;0.003;;0.006;;0.022;;0.02;;0.041;;0.055;;0.018;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2011/01519;2002-10-11;;5;18;28;;1.65;0.003;;0.007;;0.031;;0.029;;0.057;;0.082;;0.027;;;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;C2011/01517;2002-10-11;;5;17;23;;1.17;<0.003;b;0.006;;0.047;;0.055;;0.11;;0.16;;0.058;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2011/07377;2005-10-11;;4;17;31;;3.3;<0.003;b;<0.003;b;0.011;;0.008;;0.022;;0.03;;0.011;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2011/07366;2005-10-11;;3;15;23;;4.9;<0.004;b;<0.004;b;0.009;;0.007;;0.019;;0.025;;0.011;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2011/07375;2005-10-11;;4;17;30;;2.54;<0.003;b;<0.003;b;0.009;;0.009;;0.026;;0.037;;0.011;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2011/07378-07389;2005-10-11;;4;16;31;;4.18;;;;;;;;;;;;;;;;;;;;;0.0002;;0.005;;;;;;;;0.003;;0.0005;;;;0.001;;0;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2011/07373;2005-10-11;;4;16;27;;4.2;<0.003;b;<0.003;b;0.007;;0.005;;0.014;;0.02;;0.009;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2011/07376;2005-10-11;;4;16;30;;3.28;<0.003;b;<0.003;b;0.013;;0.014;;0.033;;0.048;;0.019;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2011/07372;2005-10-11;;4;17;27;;2.33;<0.003;b;0.007;;0.023;;0.028;;0.071;;0.11;;0.044;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;C2011/07368;2005-10-11;;3;15;26;;2.89;<0.004;b;<0.004;b;0.011;;0.009;;0.024;;0.033;;0.015;;;;;;;;;;;;;;;;;;;;;;;;;;;
