"lat","lon","data_descrip","bhi_goal"
55.7925,15.9993,"summer secchi unique sampling locations 2000-2013","eut"
55.6255,15.7508,"summer secchi unique sampling locations 2000-2013","eut"
55.6253,15.5003,"summer secchi unique sampling locations 2000-2013","eut"
55.6248,14.75,"summer secchi unique sampling locations 2000-2013","eut"
55.4572,15.501,"summer secchi unique sampling locations 2000-2013","eut"
55.4583,15.7503,"summer secchi unique sampling locations 2000-2013","eut"
55.4582,16.0008,"summer secchi unique sampling locations 2000-2013","eut"
55.2917,16.0003,"summer secchi unique sampling locations 2000-2013","eut"
55.2917,15.7497,"summer secchi unique sampling locations 2000-2013","eut"
55.2918,15.4993,"summer secchi unique sampling locations 2000-2013","eut"
55.2918,15.2827,"summer secchi unique sampling locations 2000-2013","eut"
55.2913,14.9998,"summer secchi unique sampling locations 2000-2013","eut"
55.1247,15.2503,"summer secchi unique sampling locations 2000-2013","eut"
54.6255,15.2492,"summer secchi unique sampling locations 2000-2013","eut"
54.6252,15.4998,"summer secchi unique sampling locations 2000-2013","eut"
54.4998,15.666,"summer secchi unique sampling locations 2000-2013","eut"
54.625,15.7497,"summer secchi unique sampling locations 2000-2013","eut"
54.6665,16.0002,"summer secchi unique sampling locations 2000-2013","eut"
54.7908,16.0002,"summer secchi unique sampling locations 2000-2013","eut"
54.7917,15.7495,"summer secchi unique sampling locations 2000-2013","eut"
54.7917,15.4997,"summer secchi unique sampling locations 2000-2013","eut"
54.9583,15.4997,"summer secchi unique sampling locations 2000-2013","eut"
55.2318,15.9848,"summer secchi unique sampling locations 2000-2013","eut"
55.2318,15.9843,"summer secchi unique sampling locations 2000-2013","eut"
55.1507,15.667,"summer secchi unique sampling locations 2000-2013","eut"
55.1245,15.7507,"summer secchi unique sampling locations 2000-2013","eut"
56.667,12.117,"summer secchi unique sampling locations 2000-2013","eut"
55,14.08,"summer secchi unique sampling locations 2000-2013","eut"
56.63,19.58,"summer secchi unique sampling locations 2000-2013","eut"
58.02,17.98,"summer secchi unique sampling locations 2000-2013","eut"
57.12,17.67,"summer secchi unique sampling locations 2000-2013","eut"
55.62,14.87,"summer secchi unique sampling locations 2000-2013","eut"
57.192,11.67,"summer secchi unique sampling locations 2000-2013","eut"
55.38,15.33,"summer secchi unique sampling locations 2000-2013","eut"
57.33,20.05,"summer secchi unique sampling locations 2000-2013","eut"
58,19.88,"summer secchi unique sampling locations 2000-2013","eut"
57.293,10.742,"summer secchi unique sampling locations 2000-2013","eut"
56.4,12.43,"summer secchi unique sampling locations 2000-2013","eut"
62.652,18.955,"summer secchi unique sampling locations 2000-2013","eut"
62.0985,18.5482,"summer secchi unique sampling locations 2000-2013","eut"
64.7085,22.0655,"summer secchi unique sampling locations 2000-2013","eut"
64.7078,22.067,"summer secchi unique sampling locations 2000-2013","eut"
62.0988,18.5485,"summer secchi unique sampling locations 2000-2013","eut"
62.6518,18.9505,"summer secchi unique sampling locations 2000-2013","eut"
64.7072,22.0655,"summer secchi unique sampling locations 2000-2013","eut"
64.708,22.0663,"summer secchi unique sampling locations 2000-2013","eut"
58.58,18.23,"summer secchi unique sampling locations 2000-2013","eut"
58.88,20.32,"summer secchi unique sampling locations 2000-2013","eut"
56.12,16.53,"summer secchi unique sampling locations 2000-2013","eut"
56.482,11.095,"summer secchi unique sampling locations 2000-2013","eut"
56.43,11.428,"summer secchi unique sampling locations 2000-2013","eut"
56.345,11.975,"summer secchi unique sampling locations 2000-2013","eut"
56.622,11.832,"summer secchi unique sampling locations 2000-2013","eut"
57.135,11.855,"summer secchi unique sampling locations 2000-2013","eut"
56.215,10.962,"summer secchi unique sampling locations 2000-2013","eut"
56.542,12.535,"summer secchi unique sampling locations 2000-2013","eut"
56.555,12.57,"summer secchi unique sampling locations 2000-2013","eut"
56.485,11.095,"summer secchi unique sampling locations 2000-2013","eut"
56.615,11.833,"summer secchi unique sampling locations 2000-2013","eut"
55.292,14.4,"summer secchi unique sampling locations 2000-2013","eut"
56.15,11.8,"summer secchi unique sampling locations 2000-2013","eut"
56.132,11.16,"summer secchi unique sampling locations 2000-2013","eut"
55.652,10.757,"summer secchi unique sampling locations 2000-2013","eut"
55.375,10.998,"summer secchi unique sampling locations 2000-2013","eut"
55.05,11.033,"summer secchi unique sampling locations 2000-2013","eut"
54.7,10.767,"summer secchi unique sampling locations 2000-2013","eut"
55.272,12.575,"summer secchi unique sampling locations 2000-2013","eut"
57.445,10.84,"summer secchi unique sampling locations 2000-2013","eut"
57.3748,11.3168,"summer secchi unique sampling locations 2000-2013","eut"
57.1483,11.4582,"summer secchi unique sampling locations 2000-2013","eut"
56.4775,11.0957,"summer secchi unique sampling locations 2000-2013","eut"
56.5902,11.8217,"summer secchi unique sampling locations 2000-2013","eut"
56.345,11.9687,"summer secchi unique sampling locations 2000-2013","eut"
56.4745,11.0922,"summer secchi unique sampling locations 2000-2013","eut"
62.0998,18.5485,"summer secchi unique sampling locations 2000-2013","eut"
62.6528,18.9523,"summer secchi unique sampling locations 2000-2013","eut"
62.6538,18.9513,"summer secchi unique sampling locations 2000-2013","eut"
65.1668,23.2343,"summer secchi unique sampling locations 2000-2013","eut"
64.7085,22.0645,"summer secchi unique sampling locations 2000-2013","eut"
62.6523,18.9507,"summer secchi unique sampling locations 2000-2013","eut"
56.94,12.2117,"summer secchi unique sampling locations 2000-2013","eut"
57.526,10.8292,"summer secchi unique sampling locations 2000-2013","eut"
56.555,12.565,"summer secchi unique sampling locations 2000-2013","eut"
60.542,18.93,"summer secchi unique sampling locations 2000-2013","eut"
61.18,18.23,"summer secchi unique sampling locations 2000-2013","eut"
62.13,17.87,"summer secchi unique sampling locations 2000-2013","eut"
57.1908,11.5325,"summer secchi unique sampling locations 2000-2013","eut"
57.4393,10.8398,"summer secchi unique sampling locations 2000-2013","eut"
57.6363,10.851,"summer secchi unique sampling locations 2000-2013","eut"
57.0158,12.207,"summer secchi unique sampling locations 2000-2013","eut"
56.8757,12.288,"summer secchi unique sampling locations 2000-2013","eut"
56.8197,12.218,"summer secchi unique sampling locations 2000-2013","eut"
56.549,12.5647,"summer secchi unique sampling locations 2000-2013","eut"
57.7353,11.3333,"summer secchi unique sampling locations 2000-2013","eut"
56.4433,11.09,"summer secchi unique sampling locations 2000-2013","eut"
60.18,19.15,"summer secchi unique sampling locations 2000-2013","eut"
61.2332,17.666,"summer secchi unique sampling locations 2000-2013","eut"
61.2337,17.6672,"summer secchi unique sampling locations 2000-2013","eut"
63.1388,19.3152,"summer secchi unique sampling locations 2000-2013","eut"
62.1867,20.8117,"summer secchi unique sampling locations 2000-2013","eut"
62.1008,18.5493,"summer secchi unique sampling locations 2000-2013","eut"
62.6532,18.9523,"summer secchi unique sampling locations 2000-2013","eut"
65.1668,23.2332,"summer secchi unique sampling locations 2000-2013","eut"
64.7083,22.068,"summer secchi unique sampling locations 2000-2013","eut"
62.6527,18.9528,"summer secchi unique sampling locations 2000-2013","eut"
62.0843,18.5477,"summer secchi unique sampling locations 2000-2013","eut"
65.1662,23.2317,"summer secchi unique sampling locations 2000-2013","eut"
64.7085,22.0668,"summer secchi unique sampling locations 2000-2013","eut"
56.125,19.28,"summer secchi unique sampling locations 2000-2013","eut"
65.168,23.2323,"summer secchi unique sampling locations 2000-2013","eut"
64.7082,22.0662,"summer secchi unique sampling locations 2000-2013","eut"
55.92,18.888,"summer secchi unique sampling locations 2000-2013","eut"
56.6667,12.1167,"summer secchi unique sampling locations 2000-2013","eut"
55.3833,15.3333,"summer secchi unique sampling locations 2000-2013","eut"
57.3333,20.05,"summer secchi unique sampling locations 2000-2013","eut"
55.3472,13.0188,"summer secchi unique sampling locations 2000-2013","eut"
57.1917,11.6667,"summer secchi unique sampling locations 2000-2013","eut"
55.8333,14.3343,"summer secchi unique sampling locations 2000-2013","eut"
58,19.8833,"summer secchi unique sampling locations 2000-2013","eut"
58.0167,17.9833,"summer secchi unique sampling locations 2000-2013","eut"
55.92,18.8883,"summer secchi unique sampling locations 2000-2013","eut"
58.8833,20.3167,"summer secchi unique sampling locations 2000-2013","eut"
56.125,19.2833,"summer secchi unique sampling locations 2000-2013","eut"
55.3253,12.9412,"summer secchi unique sampling locations 2000-2013","eut"
60.1833,19.15,"summer secchi unique sampling locations 2000-2013","eut"
60.5417,18.9333,"summer secchi unique sampling locations 2000-2013","eut"
62.1333,17.8667,"summer secchi unique sampling locations 2000-2013","eut"
61.1833,18.2333,"summer secchi unique sampling locations 2000-2013","eut"
54.7,10.7667,"summer secchi unique sampling locations 2000-2013","eut"
55.6517,10.7567,"summer secchi unique sampling locations 2000-2013","eut"
55.375,10.9983,"summer secchi unique sampling locations 2000-2013","eut"
55.05,11.0333,"summer secchi unique sampling locations 2000-2013","eut"
57.5333,11.325,"summer secchi unique sampling locations 2000-2013","eut"
56.1167,16.5333,"summer secchi unique sampling locations 2000-2013","eut"
55.2917,14.4,"summer secchi unique sampling locations 2000-2013","eut"
57.2075,11.6647,"summer secchi unique sampling locations 2000-2013","eut"
56.43,11.4283,"summer secchi unique sampling locations 2000-2013","eut"
56.615,11.8333,"summer secchi unique sampling locations 2000-2013","eut"
56.555,12.5667,"summer secchi unique sampling locations 2000-2013","eut"
56.5417,12.535,"summer secchi unique sampling locations 2000-2013","eut"
56.215,10.9617,"summer secchi unique sampling locations 2000-2013","eut"
56.2333,12.37,"summer secchi unique sampling locations 2000-2013","eut"
55.8333,14.2667,"summer secchi unique sampling locations 2000-2013","eut"
56.4817,11.095,"summer secchi unique sampling locations 2000-2013","eut"
56.6217,11.8317,"summer secchi unique sampling locations 2000-2013","eut"
57.2933,10.7417,"summer secchi unique sampling locations 2000-2013","eut"
56.7217,12.4417,"summer secchi unique sampling locations 2000-2013","eut"
56.4,12.4333,"summer secchi unique sampling locations 2000-2013","eut"
