"","station","latitude","longitude","date","sub_samp_ref","sub_samp_id","samp_id","param_ocdx","basis_determination","variable_matrix","PFOS_liver_ug/kg","PFOS_muscle_ug/kg","param_bbio","AGMAX_whole organism_y","AGMEA_whole organism_y","AGMIN_whole organism_y","DRYWT%_liver_%","DRYWT%_muscle_%","EXLIP%_liver_%","EXLIP%_muscle_%","LIPIDWT%_muscle_%","LNMAX_whole organism_cm","LNMEA_whole organism_cm","LNMIN_whole organism_cm","WTMAX_whole organism_g","WTMEA_whole organism_g","WTMIN_whole organism_g"
"115","Kullen",56.3251,12.3811,"2009-10-12",3686943,905209063,1841613,"O-FL","wet weight","PFOS_liver",4.88,NA,"B-BIO",NA,3,NA,41,33.3,6.73,6.73,NA,NA,20.4,NA,NA,51.3,NA
"116","Kullen",56.3251,12.3811,"2009-10-12",3686944,906409075,1841613,"O-FL","wet weight","PFOS_liver",4.95,NA,"B-BIO",NA,3,NA,43,34.5,7.18,7.18,NA,NA,20.4,NA,NA,53.8,NA
"117","Kullen",56.3251,12.3811,"2010-09-29",3688020,806608077,1841672,"O-FL","wet weight","PFOS_liver",0.46,NA,"B-BIO",NA,4,NA,22,29.6,10.8,10.7,NA,NA,26.7,NA,NA,132.9,NA
"118","Kullen",56.3251,12.3811,"2010-09-29",3688021,807808089,1841672,"O-FL","wet weight","PFOS_liver",0.72,NA,"B-BIO",NA,4,NA,20,30.8,11.7,10.7,NA,NA,26.2,NA,NA,125.9,NA
"119","Kullen",56.3251,12.3811,"2011-10-06",3679452,800908020,1841297,"O-FL","wet weight","PFOS_liver",2.75,NA,"B-BIO",NA,4,NA,35,26.2,8.19,7.99,NA,NA,24,NA,NA,103.3,NA
"120","Kullen",56.3251,12.3811,"2011-10-06",3679453,802108032,1841297,"O-FL","wet weight","PFOS_liver",3.38,NA,"B-BIO",NA,4,NA,36,28.8,11.8,10.96,NA,NA,24.1,NA,NA,106.8,NA
"121","Kullen",56.3251,12.3811,"2012-09-20",3681248,735807369,1841359,"O-FL","wet weight","PFOS_liver",3.2,NA,"B-BIO",NA,4,NA,39,30,10,11.6,NA,NA,22,NA,NA,104,NA
"122","Kullen",56.3251,12.3811,"2012-09-20",3681249,737007381,1841359,"O-FL","wet weight","PFOS_liver",3.71,NA,"B-BIO",NA,4,NA,35,30,11,11.7,NA,NA,17.4,NA,NA,99.6,NA
"123","Kullen",56.3251,12.3811,"2013-09-25",3683033,443404445,1841419,"O-FL","wet weight","PFOS_liver",2.46,NA,"B-BIO",NA,4,NA,41,29.1,NA,15.2,NA,NA,24.7,NA,NA,118.8,NA
"124","Kullen",56.3251,12.3811,"2013-09-25",3683034,444604457,1841419,"O-FL","wet weight","PFOS_liver",1.61,NA,"B-BIO",NA,4,NA,38,28.5,NA,15.5,NA,NA,24.3,NA,NA,119.7,NA
"125","Kullen",56.3251,12.3811,"2014-10-28",3665684,725807269,1839686,"O-FL","wet weight","PFOS_liver",1.7,NA,"B-BIO",NA,4,NA,NA,NA,NA,12.85,NA,NA,24.3,NA,NA,104.8,NA
"126","Kullen",56.3251,12.3811,"2014-10-28",3665685,727007281,1839686,"O-FL","wet weight","PFOS_liver",1.5,NA,"B-BIO",NA,4,NA,NA,NA,NA,12.42,NA,NA,24.2,NA,NA,102.5,NA
"127","Lagnoe",59.5652,18.8348,"2008-08-27",3685616,571,1841559,"O-FL","wet weight","PFOS_liver",10.7,NA,"B-BIO",NA,4,NA,29,23.2,NA,3.7,NA,NA,16.7,NA,NA,33.8,NA
"128","Lagnoe",59.5652,18.8348,"2008-08-27",3685617,58300594,1841559,"O-FL","wet weight","PFOS_liver",11.55,NA,"B-BIO",NA,4,NA,28,21.6,NA,NA,NA,NA,1.3,NA,NA,2,NA
"129","Lagnoe",59.5652,18.8348,"2009-08-25",3686947,288102892,1841615,"O-FL","wet weight","PFOS_liver",20.3,NA,"B-BIO",NA,5,NA,24,19.5,1.62,1.62,NA,NA,16.9,NA,NA,28.1,NA
"130","Lagnoe",59.5652,18.8348,"2009-08-25",3686948,289302904,1841615,"O-FL","wet weight","PFOS_liver",18.2,NA,"B-BIO",NA,5,NA,24,20.9,1.76,1.76,NA,NA,16.4,NA,NA,28,NA
"131","Lagnoe",59.5652,18.8348,"2010-08-25",3688024,389203903,1841674,"O-FL","wet weight","PFOS_liver",20.38,NA,"B-BIO",NA,4,NA,26,21.3,1.64,2.7,NA,NA,16.6,NA,NA,28.2,NA
"132","Lagnoe",59.5652,18.8348,"2010-08-25",3688025,390403915,1841674,"O-FL","wet weight","PFOS_liver",21.13,NA,"B-BIO",NA,4,NA,28,21,1.52,3.3,NA,NA,16.5,NA,NA,26.8,NA
"133","Lagnoe",59.5652,18.8348,"2011-08-23",3679457,91700927,1841299,"O-FL","wet weight","PFOS_liver",15.5,NA,"B-BIO",NA,5,NA,30,22.2,3.01,3.76,NA,NA,17.2,NA,NA,32.7,NA
"134","Lagnoe",59.5652,18.8348,"2011-08-23",3679458,92800939,1841299,"O-FL","wet weight","PFOS_liver",7.98,NA,"B-BIO",NA,5,NA,28,21.5,2.81,3.54,NA,NA,18.3,NA,NA,42.1,NA
"135","Lagnoe",59.5652,18.8348,"2012-08-21",3681252,95800969,1841361,"O-FL","wet weight","PFOS_liver",15.44,NA,"B-BIO",NA,5,NA,26,21.5,2,2.2,NA,NA,17.6,NA,NA,29.3,NA
"136","Lagnoe",59.5652,18.8348,"2012-08-21",3681253,97000981,1841361,"O-FL","wet weight","PFOS_liver",16.2,NA,"B-BIO",NA,5,NA,27,21.7,1.9,2.3,NA,NA,17.1,NA,NA,32.1,NA
"137","Lagnoe",59.5652,18.8348,"2013-08-22",3683037,237502386,1841421,"O-FL","wet weight","PFOS_liver",21.7,NA,"B-BIO",NA,4,NA,25,19.2,NA,1.2,NA,NA,16.5,NA,NA,28,NA
"138","Lagnoe",59.5652,18.8348,"2013-08-22",3683038,238702398,1841421,"O-FL","wet weight","PFOS_liver",32.1,NA,"B-BIO",NA,5,NA,24,20.6,NA,2,NA,NA,17,NA,NA,27.9,NA
"139","Lagnoe",59.5652,18.8348,"2014-08-19",3665688,799708008,1839688,"O-FL","wet weight","PFOS_liver",16,NA,"B-BIO",NA,4,NA,NA,NA,NA,4.24,NA,NA,16.9,NA,NA,34,NA
"140","Lagnoe",59.5652,18.8348,"2014-08-19",3665689,800908020,1839688,"O-FL","wet weight","PFOS_liver",22,NA,"B-BIO",NA,4,NA,NA,NA,NA,3.89,NA,NA,16.4,NA,NA,30,NA
"141","Landsort",58.6936,18.0043,"2005-11-10",3671126,305,1839925,"O-FL","wet weight","PFOS_liver",7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Landsort",58.6936,18.0043,"2006-11-29",3672308,755,1839963,"O-FL","wet weight","PFOS_liver",11.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Landsort",58.6936,18.0043,"2008-11-21",3685284,634406355,1841528,"O-FL","wet weight","PFOS_liver",7.84,NA,"B-BIO",NA,4,NA,NA,NA,NA,3.6,NA,NA,17.6,NA,NA,35.8,NA
"144","Landsort",58.6936,18.0043,"2008-11-21",3685285,635606367,1841528,"O-FL","wet weight","PFOS_liver",9.25,NA,"B-BIO",NA,4,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,35,NA
"145","Landsort",58.6936,18.0043,"2009-11-12",3686676,739907410,1841602,"O-FL","wet weight","PFOS_liver",15.8,NA,"B-BIO",NA,5,NA,NA,NA,NA,3.3,NA,NA,16.9,NA,NA,29.7,NA
"146","Landsort",58.6936,18.0043,"2009-11-12",3686677,741107422,1841602,"O-FL","wet weight","PFOS_liver",12.1,NA,"B-BIO",NA,6,NA,NA,NA,NA,3.6,NA,NA,17.5,NA,NA,33.9,NA
"147","Landsort",58.6936,18.0043,"2010-10-12",3687867,920309214,1841662,"O-FL","wet weight","PFOS_liver",18.69,NA,"B-BIO",NA,4,NA,NA,NA,NA,3,NA,NA,15,NA,NA,19.3,NA
"148","Landsort",58.6936,18.0043,"2010-10-12",3687868,921509224,1841662,"O-FL","wet weight","PFOS_liver",20.1,NA,"B-BIO",NA,4,NA,NA,NA,NA,3.6,NA,NA,15,NA,NA,20.1,NA
"149","Landsort",58.6936,18.0043,"2011-10-25",3679134,413604147,1841285,"O-FL","wet weight","PFOS_liver",7.65,NA,"B-BIO",NA,5,NA,NA,NA,NA,6.27,NA,NA,18.1,NA,NA,40.2,NA
"150","Landsort",58.6936,18.0043,"2011-10-25",3679135,414804159,1841285,"O-FL","wet weight","PFOS_liver",8.75,NA,"B-BIO",NA,5,NA,NA,NA,NA,6.65,NA,NA,17.5,NA,NA,36.6,NA
"151","Landsort",58.6936,18.0043,"2012-12-20",3680930,709807109,1841347,"O-FL","wet weight","PFOS_liver",12.7,NA,"B-BIO",NA,5,NA,NA,NA,NA,4.5,NA,NA,16.7,NA,NA,39.3,NA
"152","Landsort",58.6936,18.0043,"2012-12-20",3680931,711007121,1841347,"O-FL","wet weight","PFOS_liver",12.48,NA,"B-BIO",NA,5,NA,NA,NA,NA,5.6,NA,NA,18.1,NA,NA,40.3,NA
"153","Landsort",58.6936,18.0043,"2013-10-06",3682715,481004821,1841407,"O-FL","wet weight","PFOS_liver",17.7,NA,"B-BIO",NA,5,NA,NA,NA,NA,4.5,NA,NA,18,NA,NA,35.8,NA
"154","Landsort",58.6936,18.0043,"2013-10-06",3682716,482204833,1841407,"O-FL","wet weight","PFOS_liver",15.1,NA,"B-BIO",NA,7,NA,NA,NA,NA,4.8,NA,NA,18.5,NA,NA,39.5,NA
"155","Landsort",58.6936,18.0043,"2014-11-10",3665322,470904720,1839674,"O-FL","wet weight","PFOS_liver",10,NA,"B-BIO",NA,5,NA,NA,NA,NA,4.63,NA,NA,18.4,NA,NA,40.4,NA
"156","Landsort",58.6936,18.0043,"2014-11-10",3665323,472104732,1839674,"O-FL","wet weight","PFOS_liver",14,NA,"B-BIO",NA,5,NA,NA,NA,NA,5.79,NA,NA,18.1,NA,NA,38.7,NA
"157","Langvindsfjaerden",61.4554,17.1622,"2008-08-11",3685604,709,1841554,"O-FL","wet weight","PFOS_liver",4.67,NA,"B-BIO",NA,4,NA,29,22.9,NA,3.1,NA,NA,16.4,NA,NA,31.1,NA
"158","Langvindsfjaerden",61.4554,17.1622,"2008-08-11",3685605,69700708,1841554,"O-FL","wet weight","PFOS_liver",4.56,NA,"B-BIO",NA,4,NA,29,22.4,NA,NA,NA,NA,1.4,NA,NA,2.1,NA
"159","Langvindsfjaerden",61.4554,17.1622,"2009-08-13",3686945,269202703,1841614,"O-FL","wet weight","PFOS_liver",7.69,NA,"B-BIO",NA,4,NA,25,20.6,1.75,1.75,NA,NA,18,NA,NA,36.1,NA
"160","Langvindsfjaerden",61.4554,17.1622,"2009-08-13",3686946,270402715,1841614,"O-FL","wet weight","PFOS_liver",6.61,NA,"B-BIO",NA,5,NA,26,21.3,2.42,2.42,NA,NA,17.9,NA,NA,37.6,NA
"161","Langvindsfjaerden",61.4554,17.1622,"2010-08-10",3688022,376703778,1841673,"O-FL","wet weight","PFOS_liver",5.21,NA,"B-BIO",NA,4,NA,24,21.4,3.08,2.5,NA,NA,17,NA,NA,30.6,NA
"162","Langvindsfjaerden",61.4554,17.1622,"2010-08-10",3688023,377903790,1841673,"O-FL","wet weight","PFOS_liver",5.54,NA,"B-BIO",NA,5,NA,22,20.5,3.28,4,NA,NA,16.4,NA,NA,26.9,NA
"163","Langvindsfjaerden",61.4554,17.1622,"2011-08-09",3679454,99601007,1841298,"O-FL","wet weight","PFOS_liver",8.23,NA,"B-BIO",NA,5,NA,27,21.4,2.86,2.61,NA,NA,19.1,NA,NA,39.9,NA
"164","Langvindsfjaerden",61.4554,17.1622,"2011-08-09",3679456,100801019,1841298,"O-FL","wet weight","PFOS_liver",8.91,NA,"B-BIO",NA,4,NA,32,23,NA,3.49,NA,NA,17.9,NA,NA,39.7,NA
"165","Langvindsfjaerden",61.4554,17.1622,"2012-08-07",3681250,88300894,1841360,"O-FL","wet weight","PFOS_liver",3.29,NA,"B-BIO",NA,4,NA,25,21,3,3.9,NA,NA,15.6,NA,NA,32,NA
"166","Langvindsfjaerden",61.4554,17.1622,"2012-08-07",3681251,89500906,1841360,"O-FL","wet weight","PFOS_liver",3.44,NA,"B-BIO",NA,4,NA,26,21.5,3,4.4,NA,NA,17.1,NA,NA,32.2,NA
"167","Langvindsfjaerden",61.4554,17.1622,"2013-08-14",3683035,37500386,1841420,"O-FL","wet weight","PFOS_liver",4.3,NA,"B-BIO",NA,4,NA,25,21.7,NA,3.1,NA,NA,17,NA,NA,31.5,NA
"168","Langvindsfjaerden",61.4554,17.1622,"2013-08-14",3683036,38700398,1841420,"O-FL","wet weight","PFOS_liver",4.39,NA,"B-BIO",NA,4,NA,25,21.6,NA,2.4,NA,NA,16.6,NA,NA,30.7,NA
"169","Langvindsfjaerden",61.4554,17.1622,"2014-08-18",3665686,817208183,1839687,"O-FL","wet weight","PFOS_liver",4.3,NA,"B-BIO",NA,4,NA,NA,NA,NA,2.94,NA,NA,17.1,NA,NA,32.7,NA
"170","Langvindsfjaerden",61.4554,17.1622,"2014-08-18",3665687,818408195,1839687,"O-FL","wet weight","PFOS_liver",5.7,NA,"B-BIO",NA,4,NA,NA,NA,NA,3,NA,NA,16.4,NA,NA,30.6,NA
"171","LKOL",54.91666667,16.66666667,"2014-09-15",3587788,28,1743256,"O-FL","wet weight","PFOS_muscle",NA,1.67,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,57,NA
"172","LKOL",54.91666667,16.66666667,"2014-09-15",3587789,29,1743256,"O-FL","wet weight","PFOS_muscle",NA,1.44,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,62.9,NA
"173","LKOL",54.91666667,16.66666667,"2014-09-15",3587791,30,1743256,"O-FL","wet weight","PFOS_muscle",NA,1.337,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,57.3,NA
"174","LKOL",54.91666667,16.66666667,"2014-09-15",3587792,31,1743256,"O-FL","wet weight","PFOS_muscle",NA,0.719,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,62.3,NA
"175","LKOL",54.91666667,16.66666667,"2014-09-15",3587793,32,1743256,"O-FL","wet weight","PFOS_muscle",NA,1.801,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,55.2,NA
"176","LKOL",54.91666667,16.66666667,"2014-09-15",3587794,33,1743256,"O-FL","wet weight","PFOS_muscle",NA,1.21,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,62,NA
"177","LKOL",54.91666667,16.66666667,"2014-09-15",3587795,34,1743256,"O-FL","wet weight","PFOS_muscle",NA,1.433,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,56.5,NA
"178","LKOL",54.91666667,16.66666667,"2014-09-15",3587796,35,1743256,"O-FL","wet weight","PFOS_muscle",NA,1.581,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,56.7,NA
"179","LKOL",54.91666667,16.66666667,"2014-09-15",3587797,36,1743256,"O-FL","wet weight","PFOS_muscle",NA,0.943,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,58.4,NA
"180","LKOL",54.91666667,16.66666667,"2014-09-15",3587798,37,1743256,"O-FL","wet weight","PFOS_muscle",NA,1.332,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,52.2,NA
"181","LKOL",54.91666667,16.66666667,"2014-09-15",3587799,38,1743256,"O-FL","wet weight","PFOS_muscle",NA,2.481,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,50.7,NA
"182","LKOL",54.91666667,16.66666667,"2014-09-15",3587800,39,1743256,"O-FL","wet weight","PFOS_muscle",NA,1.284,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,50.3,NA
"183","LWLA",54.91666667,18.66666667,"2014-08-28",3587722,28,1743254,"O-FL","wet weight","PFOS_muscle",NA,0.56,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,22.5,NA,NA,76.9,NA
"184","LWLA",54.91666667,18.66666667,"2014-08-28",3587723,29,1743254,"O-FL","wet weight","PFOS_muscle",NA,0.556,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,21.5,NA,NA,64.6,NA
"185","LWLA",54.91666667,18.66666667,"2014-08-28",3587725,30,1743254,"O-FL","wet weight","PFOS_muscle",NA,0.678,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,72.5,NA
"186","LWLA",54.91666667,18.66666667,"2014-08-28",3587726,31,1743254,"O-FL","wet weight","PFOS_muscle",NA,0.578,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,61.1,NA
"187","LWLA",54.91666667,18.66666667,"2014-08-28",3587727,32,1743254,"O-FL","wet weight","PFOS_muscle",NA,0.659,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,66.8,NA
"188","LWLA",54.91666667,18.66666667,"2014-08-28",3587728,33,1743254,"O-FL","wet weight","PFOS_muscle",NA,0.461,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,63.7,NA
"189","LWLA",54.91666667,18.66666667,"2014-08-28",3587729,34,1743254,"O-FL","wet weight","PFOS_muscle",NA,0.725,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,69.6,NA
"190","LWLA",54.91666667,18.66666667,"2014-08-28",3587730,35,1743254,"O-FL","wet weight","PFOS_muscle",NA,0.72,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,20.5,NA,NA,59.2,NA
"191","LWLA",54.91666667,18.66666667,"2014-08-28",3587731,36,1743254,"O-FL","wet weight","PFOS_muscle",NA,0.525,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,84.2,NA
"192","LWLA",54.91666667,18.66666667,"2014-08-28",3587732,37,1743254,"O-FL","wet weight","PFOS_muscle",NA,0.606,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,20.5,NA,NA,59.9,NA
"193","LWLA",54.91666667,18.66666667,"2014-08-28",3587733,38,1743254,"O-FL","wet weight","PFOS_muscle",NA,0.746,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,66.4,NA
"194","LWLA",54.91666667,18.66666667,"2014-08-28",3587734,39,1743254,"O-FL","wet weight","PFOS_muscle",NA,0.757,"B-BIO",NA,2,NA,NA,NA,NA,NA,NA,NA,21.5,NA,NA,69.4,NA
"195","Oerefjaerden",63.531,19.8294,"2005-08-12",3671139,558705601,1839926,"O-FL","wet weight","PFOS_liver",6.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Oerefjaerden",63.531,19.8294,"2005-08-12",3671140,631706326,1839926,"O-FL","wet weight","PFOS_liver",4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Ranefjaerden",65.7555,22.4181,"2009-09-17",3686949,917409185,1841616,"O-FL","wet weight","PFOS_liver",11.5,NA,"B-BIO",NA,5,NA,27,20.6,2.36,2.36,NA,NA,15.9,NA,NA,23.9,NA
"198","Ranefjaerden",65.7555,22.4181,"2009-09-17",3686950,918609197,1841616,"O-FL","wet weight","PFOS_liver",12.7,NA,"B-BIO",NA,5,NA,26,20.5,2.37,2.37,NA,NA,16,NA,NA,24.7,NA
"199","Ranefjaerden",65.7555,22.4181,"2010-09-17",3688026,1134311354,1841675,"O-FL","wet weight","PFOS_liver",6.51,NA,"B-BIO",NA,4,NA,26,22.2,1.85,2,NA,NA,14.8,NA,NA,26.2,NA
"200","Ranefjaerden",65.7555,22.4181,"2010-09-17",3688027,1135511366,1841675,"O-FL","wet weight","PFOS_liver",9.66,NA,"B-BIO",NA,4,NA,23,18.7,1.3,1.7,NA,NA,15.8,NA,NA,24.2,NA
"201","Ranefjaerden",65.7555,22.4181,"2011-09-12",3679459,594805959,1841300,"O-FL","wet weight","PFOS_liver",12.8,NA,"B-BIO",NA,4,NA,21,18.3,1.95,1.92,NA,NA,15.9,NA,NA,26.3,NA
"202","Ranefjaerden",65.7555,22.4181,"2011-09-12",3679460,596005971,1841300,"O-FL","wet weight","PFOS_liver",7.72,NA,"B-BIO",NA,4,NA,21,19,2.76,2.3,NA,NA,15.6,NA,NA,25.9,NA
"203","Ranefjaerden",65.7555,22.4181,"2012-09-17",3681254,491504926,1841362,"O-FL","wet weight","PFOS_liver",7.54,NA,"B-BIO",NA,5,NA,24,19.2,1.8,1.8,NA,NA,13.9,NA,NA,28,NA
"204","Ranefjaerden",65.7555,22.4181,"2012-09-17",3681255,492704938,1841362,"O-FL","wet weight","PFOS_liver",8.57,NA,"B-BIO",NA,5,NA,25,19,1.7,1.8,NA,NA,12.4,NA,NA,28.2,NA
"205","Ranefjaerden",65.7555,22.4181,"2013-09-09",3683039,593705948,1841422,"O-FL","wet weight","PFOS_liver",11.4,NA,"B-BIO",NA,3,NA,25,21.7,NA,2.6,NA,NA,14.6,NA,NA,20.5,NA
"206","Ranefjaerden",65.7555,22.4181,"2013-09-09",3683040,594905960,1841422,"O-FL","wet weight","PFOS_liver",13.4,NA,"B-BIO",NA,3,NA,25,21.8,NA,3.5,NA,NA,14.5,NA,NA,21.2,NA
"207","Ranefjaerden",65.7555,22.4181,"2014-11-01",3665690,912609137,1839689,"O-FL","wet weight","PFOS_liver",7.8,NA,"B-BIO",NA,3,NA,NA,NA,NA,2.57,NA,NA,16.5,NA,NA,28.7,NA
"208","Ranefjaerden",65.7555,22.4181,"2014-11-01",3665691,913809149,1839689,"O-FL","wet weight","PFOS_liver",9.1,NA,"B-BIO",NA,3,NA,NA,NA,NA,2.63,NA,NA,16.2,NA,NA,27.1,NA
"209","Utlaengan",55.9491,15.781,"2005-11-24",3669813,118,1839888,"O-FL","wet weight","PFOS_liver",7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Utlaengan",55.9491,15.781,"2008-11-24",3684045,8666,1841481,"O-FL","wet weight","PFOS_liver",13.74,NA,"B-BIO",NA,4,NA,NA,NA,NA,2.1,NA,NA,18.3,NA,NA,36.4,NA
"211","Utlaengan",55.9491,15.781,"2008-11-24",3684046,865408665,1841481,"O-FL","wet weight","PFOS_liver",12.65,NA,"B-BIO",NA,4,NA,NA,NA,NA,0.77,NA,NA,16.7,NA,NA,36,NA
"212","Utlaengan",55.9491,15.781,"2009-10-27",3685660,861308624,1841564,"O-FL","wet weight","PFOS_liver",13.5,NA,"B-BIO",NA,4,NA,NA,NA,NA,1.3,NA,NA,18.2,NA,NA,35.1,NA
"213","Utlaengan",55.9491,15.781,"2009-10-27",3685661,862508636,1841564,"O-FL","wet weight","PFOS_liver",12.4,NA,"B-BIO",NA,4,NA,NA,NA,NA,2.1,NA,NA,17.9,NA,NA,34.4,NA
"214","Utlaengan",55.9491,15.781,"2010-01-11",3686983,1235412365,1841618,"O-FL","wet weight","PFOS_liver",20.18,NA,"B-BIO",NA,4,NA,NA,NA,NA,2.2,NA,NA,18.6,NA,NA,38.7,NA
"215","Utlaengan",55.9491,15.781,"2010-01-11",3686984,1236612377,1841618,"O-FL","wet weight","PFOS_liver",19.86,NA,"B-BIO",NA,NA,NA,NA,NA,NA,1.9,NA,NA,18.7,NA,NA,37.9,NA
"216","Utlaengan",55.9491,15.781,"2011-10-17",3677690,714107152,1841244,"O-FL","wet weight","PFOS_liver",10.17,NA,"B-BIO",NA,5,NA,NA,NA,NA,2.92,NA,NA,17.7,NA,NA,36.3,NA
"217","Utlaengan",55.9491,15.781,"2011-10-17",3677691,715307164,1841244,"O-FL","wet weight","PFOS_liver",9.04,NA,"B-BIO",NA,5,NA,NA,NA,NA,2.97,NA,NA,17.9,NA,NA,36.3,NA
"218","Utlaengan",55.9491,15.781,"2012-11-26",3679497,751507526,1841306,"O-FL","wet weight","PFOS_liver",14,NA,"B-BIO",NA,5,NA,NA,NA,NA,2.7,NA,NA,18.5,NA,NA,41.2,NA
"219","Utlaengan",55.9491,15.781,"2012-11-26",3679498,752707538,1841306,"O-FL","wet weight","PFOS_liver",12.07,NA,"B-BIO",NA,5,NA,NA,NA,NA,2.7,NA,NA,14.1,NA,NA,40.7,NA
"220","Utlaengan",55.9491,15.781,"2013-11-11",3681292,752907540,1841367,"O-FL","wet weight","PFOS_liver",13.4,NA,"B-BIO",NA,4,NA,NA,NA,NA,2.2,NA,NA,17.9,NA,NA,36.6,NA
"221","Utlaengan",55.9491,15.781,"2013-11-11",3681293,754107552,1841367,"O-FL","wet weight","PFOS_liver",13.4,NA,"B-BIO",NA,5,NA,NA,NA,NA,2.5,NA,NA,17.9,NA,NA,36.8,NA
"222","Utlaengan",55.9491,15.781,"2014-11-10",3663989,781707828,1839635,"O-FL","wet weight","PFOS_liver",13,NA,"B-BIO",NA,3,NA,NA,NA,NA,3.13,NA,NA,18.9,NA,NA,40.8,NA
"223","Utlaengan",55.9491,15.781,"2014-11-10",3663990,782907840,1839635,"O-FL","wet weight","PFOS_liver",11,NA,"B-BIO",NA,3,NA,NA,NA,NA,4.19,NA,NA,18.9,NA,NA,41.1,NA
"224","Vaestra Hanoebukten",55.7507,14.2833,"2008-11-10",3685595,892508936,1841550,"O-FL","wet weight","PFOS_liver",14.41,NA,"B-BIO",NA,NA,NA,29,23.1,NA,NA,NA,NA,NA,NA,NA,-0.9,NA
"225","Vaestra Hanoebukten",55.7507,14.2833,"2008-11-10",3685596,893708948,1841550,"O-FL","wet weight","PFOS_liver",17.46,NA,"B-BIO",NA,NA,NA,28,23.3,NA,NA,NA,NA,NA,NA,NA,-0.9,NA
"226","Vaestra Hanoebukten",55.7507,14.2833,"2009-10-29",3686941,1098710998,1841612,"O-FL","wet weight","PFOS_liver",9.21,NA,"B-BIO",NA,5,NA,27,24.9,3.88,3.88,NA,NA,17.5,NA,NA,58.7,NA
"227","Vaestra Hanoebukten",55.7507,14.2833,"2009-10-29",3686942,1099911010,1841612,"O-FL","wet weight","PFOS_liver",11.1,NA,"B-BIO",NA,6,NA,27,22.8,3.34,3.34,NA,NA,20.6,NA,NA,56.4,NA
"228","Vaestra Hanoebukten",55.7507,14.2833,"2010-10-04",3688018,1210512116,1841671,"O-FL","wet weight","PFOS_liver",14.99,NA,"B-BIO",NA,4,NA,27,23.8,4.22,3.3,NA,NA,21.6,NA,NA,64.4,NA
"229","Vaestra Hanoebukten",55.7507,14.2833,"2010-10-04",3688019,1211712128,1841671,"O-FL","wet weight","PFOS_liver",13.9,NA,"B-BIO",NA,4,NA,26,22.7,3.31,3.7,NA,NA,21.9,NA,NA,64.7,NA
"230","Vaestra Hanoebukten",55.7507,14.2833,"2011-11-29",3679450,771007721,1841296,"O-FL","wet weight","PFOS_liver",19.43,NA,"B-BIO",NA,5,NA,29,23.7,4.43,5.13,NA,NA,20.9,NA,NA,61.3,NA
"231","Vaestra Hanoebukten",55.7507,14.2833,"2011-11-29",3679451,772207733,1841296,"O-FL","wet weight","PFOS_liver",22.39,NA,"B-BIO",NA,5,NA,27,23,4.64,4.72,NA,NA,20.8,NA,NA,59.8,NA
"232","Vaestra Hanoebukten",55.7507,14.2833,"2012-10-01",3681246,361603627,1841358,"O-FL","wet weight","PFOS_liver",12.99,NA,"B-BIO",NA,4,NA,30,27.9,6.8,8.3,NA,NA,15.2,NA,NA,61.3,NA
