"taxa_group","latin_name","common_name","helcom_category","helcom_category_numeric","basin","presence"
"invert","Cricotopus festivellus",NA,"LC",0,"Bornholm Basin",0
"invert","Cricotopus festivellus",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Cricotopus festivellus",NA,"LC",0,"Western Gotland Basin",0
"invert","Cricotopus festivellus",NA,"LC",0,"Northern Baltic Proper",0
"invert","Cricotopus festivellus",NA,"LC",0,"Aland Sea",0
"invert","Cricotopus festivellus",NA,"LC",0,"Bothnian Sea",0
"invert","Cricotopus festivellus",NA,"LC",0,"The Quark",0
"invert","Cricotopus festivellus",NA,"LC",0,"Bothnian Bay",0
"invert","Cricotopus festivellus",NA,"LC",0,"Gulf of Finland",1
"invert","Cricotopus festivellus",NA,"LC",0,"Gulf of Gdansk",0
"invert","Cricotopus festivellus",NA,"LC",0,"Gulf of Riga",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"Kattegat",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"The Sound",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"Great Belt",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"Kiel Bay",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"Arkona Basin",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"Bornholm Basin",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"Western Gotland Basin",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"Northern Baltic Proper",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"Aland Sea",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"Bothnian Sea",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"The Quark",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"Bothnian Bay",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"Gulf of Finland",1
"invert","Cricotopus flavocinctus",NA,"LC",0,"Gulf of Gdansk",0
"invert","Cricotopus flavocinctus",NA,"LC",0,"Gulf of Riga",0
"invert","Cricotopus pilosellus",NA,"LC",0,"Kattegat",0
"invert","Cricotopus pilosellus",NA,"LC",0,"The Sound",0
"invert","Cricotopus pilosellus",NA,"LC",0,"Great Belt",0
"invert","Cricotopus pilosellus",NA,"LC",0,"Kiel Bay",0
"invert","Cricotopus pilosellus",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Cricotopus pilosellus",NA,"LC",0,"Arkona Basin",0
"invert","Cricotopus pilosellus",NA,"LC",0,"Bornholm Basin",0
"invert","Cricotopus pilosellus",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Cricotopus pilosellus",NA,"LC",0,"Western Gotland Basin",0
"invert","Cricotopus pilosellus",NA,"LC",0,"Northern Baltic Proper",0
"invert","Cricotopus pilosellus",NA,"LC",0,"Aland Sea",0
"invert","Cricotopus pilosellus",NA,"LC",0,"Bothnian Sea",0
"invert","Cricotopus pilosellus",NA,"LC",0,"The Quark",0
"invert","Cricotopus pilosellus",NA,"LC",0,"Bothnian Bay",0
"invert","Cricotopus pilosellus",NA,"LC",0,"Gulf of Finland",1
"invert","Cricotopus pilosellus",NA,"LC",0,"Gulf of Gdansk",0
"invert","Cricotopus pilosellus",NA,"LC",0,"Gulf of Riga",0
"invert","Cricotopus sylvestris",NA,"LC",0,"Kattegat",0
"invert","Cricotopus sylvestris",NA,"LC",0,"The Sound",0
"invert","Cricotopus sylvestris",NA,"LC",0,"Great Belt",0
"invert","Cricotopus sylvestris",NA,"LC",0,"Kiel Bay",0
"invert","Cricotopus sylvestris",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Cricotopus sylvestris",NA,"LC",0,"Arkona Basin",0
"invert","Cricotopus sylvestris",NA,"LC",0,"Bornholm Basin",0
"invert","Cricotopus sylvestris",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Cricotopus sylvestris",NA,"LC",0,"Western Gotland Basin",0
"invert","Cricotopus sylvestris",NA,"LC",0,"Northern Baltic Proper",0
"invert","Cricotopus sylvestris",NA,"LC",0,"Aland Sea",0
"invert","Cricotopus sylvestris",NA,"LC",0,"Bothnian Sea",1
"invert","Cricotopus sylvestris",NA,"LC",0,"The Quark",0
"invert","Cricotopus sylvestris",NA,"LC",0,"Bothnian Bay",0
"invert","Cricotopus sylvestris",NA,"LC",0,"Gulf of Finland",1
"invert","Cricotopus sylvestris",NA,"LC",0,"Gulf of Gdansk",0
"invert","Cricotopus sylvestris",NA,"LC",0,"Gulf of Riga",0
"invert","Cricotopus sylvestris",NA,"LC",0,"Gulf of Gdansk",1
"invert","Cricotopus trifascia",NA,"LC",0,"Kattegat",0
"invert","Cricotopus trifascia",NA,"LC",0,"The Sound",0
"invert","Cricotopus trifascia",NA,"LC",0,"Great Belt",0
"invert","Cricotopus trifascia",NA,"LC",0,"Kiel Bay",0
"invert","Cricotopus trifascia",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Cricotopus trifascia",NA,"LC",0,"Arkona Basin",0
"invert","Cricotopus trifascia",NA,"LC",0,"Bornholm Basin",0
"invert","Cricotopus trifascia",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Cricotopus trifascia",NA,"LC",0,"Western Gotland Basin",0
"invert","Cricotopus trifascia",NA,"LC",0,"Northern Baltic Proper",0
"invert","Cricotopus trifascia",NA,"LC",0,"Aland Sea",0
"invert","Cricotopus trifascia",NA,"LC",0,"Bothnian Sea",0
"invert","Cricotopus trifascia",NA,"LC",0,"The Quark",0
"invert","Cricotopus trifascia",NA,"LC",0,"Bothnian Bay",0
"invert","Cricotopus trifascia",NA,"LC",0,"Gulf of Finland",1
"invert","Cricotopus trifascia",NA,"LC",0,"Gulf of Gdansk",0
"invert","Cricotopus trifascia",NA,"LC",0,"Gulf of Riga",0
"invert","Crisia aculeata",NA,"LC",0,"Kattegat",1
"invert","Crisia aculeata",NA,"LC",0,"The Sound",1
"invert","Crisia aculeata",NA,"LC",0,"Great Belt",0
"invert","Crisia aculeata",NA,"LC",0,"Kiel Bay",0
"invert","Crisia aculeata",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Crisia aculeata",NA,"LC",0,"Arkona Basin",0
"invert","Crisia aculeata",NA,"LC",0,"Bornholm Basin",0
"invert","Crisia aculeata",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Crisia aculeata",NA,"LC",0,"Western Gotland Basin",0
"invert","Crisia aculeata",NA,"LC",0,"Northern Baltic Proper",0
"invert","Crisia aculeata",NA,"LC",0,"Aland Sea",0
"invert","Crisia aculeata",NA,"LC",0,"Bothnian Sea",0
"invert","Crisia aculeata",NA,"LC",0,"The Quark",0
"invert","Crisia aculeata",NA,"LC",0,"Bothnian Bay",0
"invert","Crisia aculeata",NA,"LC",0,"Gulf of Finland",0
"invert","Crisia aculeata",NA,"LC",0,"Gulf of Gdansk",0
"invert","Crisia aculeata",NA,"LC",0,"Gulf of Riga",0
"invert","Crisia calyptostoma",NA,"LC",0,"Kattegat",1
"invert","Crisia calyptostoma",NA,"LC",0,"The Sound",0
"invert","Crisia calyptostoma",NA,"LC",0,"Great Belt",0
"invert","Crisia calyptostoma",NA,"LC",0,"Kiel Bay",0
"invert","Crisia calyptostoma",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Crisia calyptostoma",NA,"LC",0,"Arkona Basin",0
"invert","Crisia calyptostoma",NA,"LC",0,"Bornholm Basin",0
"invert","Crisia calyptostoma",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Crisia calyptostoma",NA,"LC",0,"Western Gotland Basin",0
"invert","Crisia calyptostoma",NA,"LC",0,"Northern Baltic Proper",0
"invert","Crisia calyptostoma",NA,"LC",0,"Aland Sea",0
"invert","Crisia calyptostoma",NA,"LC",0,"Bothnian Sea",0
"invert","Crisia calyptostoma",NA,"LC",0,"The Quark",0
"invert","Crisia calyptostoma",NA,"LC",0,"Bothnian Bay",0
"invert","Crisia calyptostoma",NA,"LC",0,"Gulf of Finland",0
"invert","Crisia calyptostoma",NA,"LC",0,"Gulf of Gdansk",0
"invert","Crisia calyptostoma",NA,"LC",0,"Gulf of Riga",0
"invert","Crisia eburnea",NA,"LC",0,"Kattegat",1
"invert","Crisia eburnea",NA,"LC",0,"The Sound",1
"invert","Crisia eburnea",NA,"LC",0,"Great Belt",0
"invert","Crisia eburnea",NA,"LC",0,"Kiel Bay",1
"invert","Crisia eburnea",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Crisia eburnea",NA,"LC",0,"Arkona Basin",0
"invert","Crisia eburnea",NA,"LC",0,"Bornholm Basin",0
"invert","Crisia eburnea",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Crisia eburnea",NA,"LC",0,"Western Gotland Basin",0
"invert","Crisia eburnea",NA,"LC",0,"Northern Baltic Proper",0
"invert","Crisia eburnea",NA,"LC",0,"Aland Sea",0
"invert","Crisia eburnea",NA,"LC",0,"Bothnian Sea",0
"invert","Crisia eburnea",NA,"LC",0,"The Quark",0
"invert","Crisia eburnea",NA,"LC",0,"Bothnian Bay",0
"invert","Crisia eburnea",NA,"LC",0,"Gulf of Finland",0
"invert","Crisia eburnea",NA,"LC",0,"Gulf of Gdansk",0
"invert","Crisia eburnea",NA,"LC",0,"Gulf of Riga",0
"invert","Crisia eburnea",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Crisia eburnea",NA,"LC",0,"Kiel Bay",0
"invert","Crisidia cornuta",NA,"LC",0,"Kattegat",1
"invert","Crisidia cornuta",NA,"LC",0,"The Sound",0
"invert","Crisidia cornuta",NA,"LC",0,"Great Belt",0
"invert","Crisidia cornuta",NA,"LC",0,"Kiel Bay",0
"invert","Crisidia cornuta",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Crisidia cornuta",NA,"LC",0,"Arkona Basin",0
"invert","Crisidia cornuta",NA,"LC",0,"Bornholm Basin",0
"invert","Crisidia cornuta",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Crisidia cornuta",NA,"LC",0,"Western Gotland Basin",0
"invert","Crisidia cornuta",NA,"LC",0,"Northern Baltic Proper",0
"invert","Crisidia cornuta",NA,"LC",0,"Aland Sea",0
"invert","Crisidia cornuta",NA,"LC",0,"Bothnian Sea",0
"invert","Crisidia cornuta",NA,"LC",0,"The Quark",0
"invert","Crisidia cornuta",NA,"LC",0,"Bothnian Bay",0
"invert","Crisidia cornuta",NA,"LC",0,"Gulf of Finland",0
"invert","Crisidia cornuta",NA,"LC",0,"Gulf of Gdansk",0
"invert","Crisidia cornuta",NA,"LC",0,"Gulf of Riga",0
"invert","Crisiella producta",NA,"LC",0,"Kattegat",1
"invert","Crisiella producta",NA,"LC",0,"The Sound",0
"invert","Crisiella producta",NA,"LC",0,"Great Belt",0
"invert","Crisiella producta",NA,"LC",0,"Kiel Bay",1
"invert","Crisiella producta",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Crisiella producta",NA,"LC",0,"Arkona Basin",0
"invert","Crisiella producta",NA,"LC",0,"Bornholm Basin",0
"invert","Crisiella producta",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Crisiella producta",NA,"LC",0,"Western Gotland Basin",0
"invert","Crisiella producta",NA,"LC",0,"Northern Baltic Proper",0
"invert","Crisiella producta",NA,"LC",0,"Aland Sea",0
"invert","Crisiella producta",NA,"LC",0,"Bothnian Sea",0
"invert","Crisiella producta",NA,"LC",0,"The Quark",0
"invert","Crisiella producta",NA,"LC",0,"Bothnian Bay",0
"invert","Crisiella producta",NA,"LC",0,"Gulf of Finland",0
"invert","Crisiella producta",NA,"LC",0,"Gulf of Gdansk",0
"invert","Crisiella producta",NA,"LC",0,"Gulf of Riga",0
"invert","Crisiella producta",NA,"LC",0,"Kiel Bay",0
"invert","Crisilla semistriata",NA,"LC",0,"Kattegat",0
"invert","Crisilla semistriata",NA,"LC",0,"The Sound",0
"invert","Crisilla semistriata",NA,"LC",0,"Great Belt",0
"invert","Crisilla semistriata",NA,"LC",0,"Great Belt",1
"invert","Crisilla semistriata",NA,"LC",0,"Kiel Bay",0
"invert","Crisilla semistriata",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Crisilla semistriata",NA,"LC",0,"Arkona Basin",0
"invert","Crisilla semistriata",NA,"LC",0,"Bornholm Basin",0
"invert","Crisilla semistriata",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Crisilla semistriata",NA,"LC",0,"Western Gotland Basin",0
"invert","Crisilla semistriata",NA,"LC",0,"Northern Baltic Proper",0
"invert","Crisilla semistriata",NA,"LC",0,"Aland Sea",0
"invert","Crisilla semistriata",NA,"LC",0,"Bothnian Sea",0
"invert","Crisilla semistriata",NA,"LC",0,"The Quark",0
"invert","Crisilla semistriata",NA,"LC",0,"Bothnian Bay",0
"invert","Crisilla semistriata",NA,"LC",0,"Gulf of Finland",0
"invert","Crisilla semistriata",NA,"LC",0,"Gulf of Gdansk",0
"invert","Crisilla semistriata",NA,"LC",0,"Gulf of Riga",0
"invert","Cristatella mucedo",NA,"LC",0,"Kattegat",1
"invert","Cristatella mucedo",NA,"LC",0,"The Sound",1
"invert","Cristatella mucedo",NA,"LC",0,"Great Belt",0
"invert","Cristatella mucedo",NA,"LC",0,"Kiel Bay",0
"invert","Cristatella mucedo",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Cristatella mucedo",NA,"LC",0,"Arkona Basin",0
"invert","Cristatella mucedo",NA,"LC",0,"Bornholm Basin",0
"invert","Cristatella mucedo",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Cristatella mucedo",NA,"LC",0,"Western Gotland Basin",0
"invert","Cristatella mucedo",NA,"LC",0,"Northern Baltic Proper",0
"invert","Cristatella mucedo",NA,"LC",0,"Aland Sea",0
"invert","Cristatella mucedo",NA,"LC",0,"Bothnian Sea",0
"invert","Cristatella mucedo",NA,"LC",0,"The Quark",0
"invert","Cristatella mucedo",NA,"LC",0,"Bothnian Bay",0
"invert","Cristatella mucedo",NA,"LC",0,"Gulf of Finland",0
"invert","Cristatella mucedo",NA,"LC",0,"Gulf of Gdansk",0
"invert","Cristatella mucedo",NA,"LC",0,"Gulf of Riga",0
"invert","Cristatella mucedo",NA,"LC",0,"Bornholm Basin",1
"invert","Crossaster papposus",NA,"LC",0,"Kattegat",1
"invert","Crossaster papposus",NA,"LC",0,"The Sound",1
"invert","Crossaster papposus",NA,"LC",0,"Great Belt",1
"invert","Crossaster papposus",NA,"LC",0,"Great Belt",0
"invert","Crossaster papposus",NA,"LC",0,"Kiel Bay",1
"invert","Crossaster papposus",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Crossaster papposus",NA,"LC",0,"Arkona Basin",0
"invert","Crossaster papposus",NA,"LC",0,"Bornholm Basin",0
"invert","Crossaster papposus",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Crossaster papposus",NA,"LC",0,"Western Gotland Basin",0
"invert","Crossaster papposus",NA,"LC",0,"Northern Baltic Proper",0
"invert","Crossaster papposus",NA,"LC",0,"Aland Sea",0
"invert","Crossaster papposus",NA,"LC",0,"Bothnian Sea",0
"invert","Crossaster papposus",NA,"LC",0,"The Quark",0
"invert","Crossaster papposus",NA,"LC",0,"Bothnian Bay",0
"invert","Crossaster papposus",NA,"LC",0,"Gulf of Finland",0
"invert","Crossaster papposus",NA,"LC",0,"Gulf of Gdansk",0
"invert","Crossaster papposus",NA,"LC",0,"Gulf of Riga",0
"invert","Crossaster papposus",NA,"LC",0,"Kiel Bay",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Kattegat",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"The Sound",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Great Belt",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Kiel Bay",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Arkona Basin",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Bornholm Basin",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Western Gotland Basin",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Northern Baltic Proper",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Aland Sea",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Bothnian Sea",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"The Quark",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Bothnian Bay",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Gulf of Finland",1
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Gulf of Gdansk",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Gulf of Riga",0
"invert","Cryptochironomus camptolabis",NA,"LC",0,"Gulf of Gdansk",1
"invert","Cryptochironomus redekei",NA,"LC",0,"Kattegat",0
"invert","Cryptochironomus redekei",NA,"LC",0,"The Sound",0
"invert","Cryptochironomus redekei",NA,"LC",0,"Great Belt",0
"invert","Cryptochironomus redekei",NA,"LC",0,"Kiel Bay",0
"invert","Cryptochironomus redekei",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Cryptochironomus redekei",NA,"LC",0,"Arkona Basin",0
"invert","Cryptochironomus redekei",NA,"LC",0,"Bornholm Basin",0
"invert","Cryptochironomus redekei",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Cryptochironomus redekei",NA,"LC",0,"Western Gotland Basin",0
"invert","Cryptochironomus redekei",NA,"LC",0,"Northern Baltic Proper",0
"invert","Cryptochironomus redekei",NA,"LC",0,"Aland Sea",0
"invert","Cryptochironomus redekei",NA,"LC",0,"Bothnian Sea",0
"invert","Cryptochironomus redekei",NA,"LC",0,"The Quark",0
"invert","Cryptochironomus redekei",NA,"LC",0,"Bothnian Bay",0
"invert","Cryptochironomus redekei",NA,"LC",0,"Gulf of Finland",1
"invert","Cryptochironomus redekei",NA,"LC",0,"Gulf of Gdansk",0
"invert","Cryptochironomus redekei",NA,"LC",0,"Gulf of Riga",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"Kattegat",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"The Sound",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"Great Belt",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"Kiel Bay",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"Arkona Basin",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"Bornholm Basin",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"Western Gotland Basin",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"Northern Baltic Proper",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"Aland Sea",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"Bothnian Sea",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"The Quark",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"Bothnian Bay",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"Gulf of Finland",1
"invert","Cryptochironomus supplicans",NA,"LC",0,"Gulf of Gdansk",0
"invert","Cryptochironomus supplicans",NA,"LC",0,"Gulf of Riga",0
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"Kattegat",0
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"The Sound",0
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"Great Belt",0
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"Kiel Bay",0
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"Arkona Basin",0
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"Bornholm Basin",0
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"Western Gotland Basin",0
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"Northern Baltic Proper",0
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"Aland Sea",0
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"Bothnian Sea",1
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"The Quark",0
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"Bothnian Bay",0
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"Gulf of Finland",1
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"Gulf of Gdansk",0
"invert","Cryptochironomus ussouriensis",NA,"LC",0,"Gulf of Riga",0
"invert","Cryptosula pallasiana",NA,"LC",0,"Kattegat",1
"invert","Cryptosula pallasiana",NA,"LC",0,"The Sound",1
"invert","Cryptosula pallasiana",NA,"LC",0,"Great Belt",0
"invert","Cryptosula pallasiana",NA,"LC",0,"Kiel Bay",0
"invert","Cryptosula pallasiana",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Cryptosula pallasiana",NA,"LC",0,"Arkona Basin",0
"invert","Cryptosula pallasiana",NA,"LC",0,"Bornholm Basin",0
"invert","Cryptosula pallasiana",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Cryptosula pallasiana",NA,"LC",0,"Western Gotland Basin",0
"invert","Cryptosula pallasiana",NA,"LC",0,"Northern Baltic Proper",0
"invert","Cryptosula pallasiana",NA,"LC",0,"Aland Sea",0
"invert","Cryptosula pallasiana",NA,"LC",0,"Bothnian Sea",0
"invert","Cryptosula pallasiana",NA,"LC",0,"The Quark",0
"invert","Cryptosula pallasiana",NA,"LC",0,"Bothnian Bay",0
"invert","Cryptosula pallasiana",NA,"LC",0,"Gulf of Finland",0
"invert","Cryptosula pallasiana",NA,"LC",0,"Gulf of Gdansk",0
"invert","Cryptosula pallasiana",NA,"LC",0,"Gulf of Riga",0
"invert","Curtitoma trevelliana",NA,"LC",0,"Kattegat",0
"invert","Curtitoma trevelliana",NA,"LC",0,"The Sound",1
"invert","Curtitoma trevelliana",NA,"LC",0,"Great Belt",0
"invert","Curtitoma trevelliana",NA,"LC",0,"Kiel Bay",0
"invert","Curtitoma trevelliana",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Curtitoma trevelliana",NA,"LC",0,"Arkona Basin",0
"invert","Curtitoma trevelliana",NA,"LC",0,"Bornholm Basin",0
"invert","Curtitoma trevelliana",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Curtitoma trevelliana",NA,"LC",0,"Western Gotland Basin",0
"invert","Curtitoma trevelliana",NA,"LC",0,"Northern Baltic Proper",0
"invert","Curtitoma trevelliana",NA,"LC",0,"Aland Sea",0
"invert","Curtitoma trevelliana",NA,"LC",0,"Bothnian Sea",0
"invert","Curtitoma trevelliana",NA,"LC",0,"The Quark",0
"invert","Curtitoma trevelliana",NA,"LC",0,"Bothnian Bay",0
"invert","Curtitoma trevelliana",NA,"LC",0,"Gulf of Finland",0
"invert","Curtitoma trevelliana",NA,"LC",0,"Gulf of Gdansk",0
"invert","Curtitoma trevelliana",NA,"LC",0,"Gulf of Riga",0
"invert","Curveulima devians",NA,"LC",0,"Kattegat",1
"invert","Curveulima devians",NA,"LC",0,"The Sound",0
"invert","Curveulima devians",NA,"LC",0,"Great Belt",0
"invert","Curveulima devians",NA,"LC",0,"Kiel Bay",0
"invert","Curveulima devians",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Curveulima devians",NA,"LC",0,"Arkona Basin",0
"invert","Curveulima devians",NA,"LC",0,"Bornholm Basin",0
"invert","Curveulima devians",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Curveulima devians",NA,"LC",0,"Western Gotland Basin",0
"invert","Curveulima devians",NA,"LC",0,"Northern Baltic Proper",0
"invert","Curveulima devians",NA,"LC",0,"Aland Sea",0
"invert","Curveulima devians",NA,"LC",0,"Bothnian Sea",0
"invert","Curveulima devians",NA,"LC",0,"The Quark",0
"invert","Curveulima devians",NA,"LC",0,"Bothnian Bay",0
"invert","Curveulima devians",NA,"LC",0,"Gulf of Finland",0
"invert","Curveulima devians",NA,"LC",0,"Gulf of Gdansk",0
"invert","Curveulima devians",NA,"LC",0,"Gulf of Riga",0
"invert","Cuspidaria cuspidata",NA,"LC",0,"Kattegat",1
"invert","Cuspidaria cuspidata",NA,"LC",0,"The Sound",1
"invert","Cuspidaria cuspidata",NA,"LC",0,"Great Belt",0
"invert","Cuspidaria cuspidata",NA,"LC",0,"Kiel Bay",0
"invert","Cuspidaria cuspidata",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Cuspidaria cuspidata",NA,"LC",0,"Arkona Basin",0
"invert","Cuspidaria cuspidata",NA,"LC",0,"Bornholm Basin",0
"invert","Cuspidaria cuspidata",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Cuspidaria cuspidata",NA,"LC",0,"Western Gotland Basin",0
"invert","Cuspidaria cuspidata",NA,"LC",0,"Northern Baltic Proper",0
"invert","Cuspidaria cuspidata",NA,"LC",0,"Aland Sea",0
"invert","Cuspidaria cuspidata",NA,"LC",0,"Bothnian Sea",0
"invert","Cuspidaria cuspidata",NA,"LC",0,"The Quark",0
"invert","Cuspidaria cuspidata",NA,"LC",0,"Bothnian Bay",0
"invert","Cuspidaria cuspidata",NA,"LC",0,"Gulf of Finland",0
"invert","Cuspidaria cuspidata",NA,"LC",0,"Gulf of Gdansk",0
"invert","Cuspidaria cuspidata",NA,"LC",0,"Gulf of Riga",0
"invert","Cuspidaria obesa",NA,"LC",0,"Kattegat",1
"invert","Cuspidaria obesa",NA,"LC",0,"The Sound",0
"invert","Cuspidaria obesa",NA,"LC",0,"Great Belt",0
"invert","Cuspidaria obesa",NA,"LC",0,"Kiel Bay",0
"invert","Cuspidaria obesa",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Cuspidaria obesa",NA,"LC",0,"Arkona Basin",0
"invert","Cuspidaria obesa",NA,"LC",0,"Bornholm Basin",0
"invert","Cuspidaria obesa",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Cuspidaria obesa",NA,"LC",0,"Western Gotland Basin",0
"invert","Cuspidaria obesa",NA,"LC",0,"Northern Baltic Proper",0
"invert","Cuspidaria obesa",NA,"LC",0,"Aland Sea",0
"invert","Cuspidaria obesa",NA,"LC",0,"Bothnian Sea",0
"invert","Cuspidaria obesa",NA,"LC",0,"The Quark",0
"invert","Cuspidaria obesa",NA,"LC",0,"Bothnian Bay",0
"invert","Cuspidaria obesa",NA,"LC",0,"Gulf of Finland",0
"invert","Cuspidaria obesa",NA,"LC",0,"Gulf of Gdansk",0
"invert","Cuspidaria obesa",NA,"LC",0,"Gulf of Riga",0
"invert","Cyanophthalma obscura",NA,"LC",0,"Kattegat",0
"invert","Cyanophthalma obscura",NA,"LC",0,"The Sound",1
"invert","Cyanophthalma obscura",NA,"LC",0,"Great Belt",0
"invert","Cyanophthalma obscura",NA,"LC",0,"Kiel Bay",1
"invert","Cyanophthalma obscura",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Cyanophthalma obscura",NA,"LC",0,"Arkona Basin",1
"invert","Cyanophthalma obscura",NA,"LC",0,"Bornholm Basin",1
"invert","Cyanophthalma obscura",NA,"LC",0,"Eastern Gotland Basin",1
"invert","Cyanophthalma obscura",NA,"LC",0,"Western Gotland Basin",1
"invert","Cyanophthalma obscura",NA,"LC",0,"Northern Baltic Proper",1
"invert","Cyanophthalma obscura",NA,"LC",0,"Aland Sea",1
"invert","Cyanophthalma obscura",NA,"LC",0,"Bothnian Sea",1
"invert","Cyanophthalma obscura",NA,"LC",0,"The Quark",1
